row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Tại ngày06/4/2018,numeric__Tại ngày31/12/2018,numeric__Tại ngày06/4/2018
Trả trước của các bên liên quan,Trả trước của các bên liên quan,Trả trước của các bên liên quan,72.651.676.890,59.993.145.812,72651676890.0,59993145812.0
Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,200.000.000,,200000000.0,
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,145.131.990,345.131.990,145131990.0,345131990.0
Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,,18.171.623.950,,18171623950.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,41.584.505.448,22.359.308.483,41584505448.0,22359308483.0
Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,22.171.254.431,13.647.460.327,22171254431.0,13647460327.0
Công ty TNHH MTV Sông dà 11 Thăng Long,Công ty TNHH MTV Sông dà 11 Thăng Long,Công ty TNHH MTV Sông dà 11 Thăng Long,3.081.163.959,,3081163959.0,
Công ty Cổ phần Năng lượng Someco 1,Công ty Cổ phần Năng lượng Someco 1,Công ty Cổ phần Năng lượng Someco 1,5.469.621.062,5.469.621.062,5469621062.0,5469621062.0
Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,Trả trước của các khách hàng khác,1.085.509.398.950,601.896.920.422,1085509398950.0,601896920422.0
Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,Công ty TNHH Đầu tư BT Cam Lộ - Túy Loan,71.145.858.000,156.759.202.000,71145858000.0,156759202000.0
Bản quản lý đầu tư và Xây dựng Thủy Lợi 2,Bản quản lý đầu tư và Xây dựng Thủy Lợi 2,Bản quản lý đầu tư và Xây dựng Thủy Lợi 2,183.379.664.000,,183379664000.0,
Bản quản lý Đầu tư và Xây dựng Thủy Lợi 7,Bản quản lý Đầu tư và Xây dựng Thủy Lợi 7,Bản quản lý Đầu tư và Xây dựng Thủy Lợi 7,253.895.287.000,,253895287000.0,
Công ty Cổ phần Thủy điện Pắc MA,Công ty Cổ phần Thủy điện Pắc MA,Công ty Cổ phần Thủy điện Pắc MA,103.486.126.264,,103486126264.0,
Bản quản lý Đầu tư Xây dựng Công trình Giao thông đô thị Thành phố Hồ Chí Minh,Bản quản lý Đầu tư Xây dựng Công trình Giao thông đô thị Thành phố Hồ Chí Minh,Bản quản lý Đầu tư Xây dựng Công trình Giao thông đô thị Thành phố Hồ Chí Minh,96.563.967.567,104.720.658.460,96563967567.0,104720658460.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,377.038.496.119,340.417.059.962,377038496119.0,340417059962.0
Cộng,Cộng,Cộng,1.158.161.075.840,661.890.066.234,1158161075840.0,661890066234.0
