row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu,Tỷ lệ quyền biểu quyết nằm giữ,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu,numeric__Tỷ lệ quyền biểu quyết nằm giữ,numeric__Hoạt động chính
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,"Tăng 22, Tòa nhà Keangnam Landmark 72, E6 Phạm Hùng, Mế Trì, Từ Liêm, Hà Nội",100%,100%,"Cung cấp giải pháp phân mềm ứng dụng, dịch vụ ERP, dịch vụ công nghệ thông tin, tích hợp hệ thống",,1.0,1.0,
Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,Công ty TNHH Phăn mềm FPT,"Tăng 6-12 Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,Cung cấp các dịch vụ và sản phẩm phân mềm,,1.0,1.0,
Công ty Cổ phần Viễn thông FPT (i),Công ty Cổ phần Viễn thông FPT (i),Công ty Cổ phần Viễn thông FPT (i),"Tăng 2, Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội","45,65%","45,65%","Cung cấp các dịch vụ ADSL, cho thuê đường truyền, quảng cáo trực tuyến và các dịch vụ trực tuyến khác",,0.45649999999999996,0.45649999999999996,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,"Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,Cung cấp dịch vụ đào tạo và công nghệ,,1.0,1.0,
Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,"Số 408 đường Điện Biển Phú, phường 11, quận 10, thành phố Hồ Chí Minh","49,48%","80,09%",Cung cấp các dịch vụ trực tuyến,,0.49479999999999996,0.8009000000000001,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,"Tăng 13, Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Hoạt động hỗ trợ dịch vụ tài chính (hoạt động tư vấn đầu tư, không bao gồm tư vấn pháp luật, tài chính)",,1.0,1.0,
