row_label_raw,row_label_full,col_0,Số cổ phiếu bìnhquân gia quyền,Lãi cơ bản trên cổphiêu,numeric__Số cổ phiếu bìnhquân gia quyền,numeric__Lãi cơ bản trên cổphiêu
Cổ phiếu phổ thông đang lưu hành đầu năm,Cổ phiếu phổ thông đang lưu hành đầu năm,Cổ phiếu phổ thông đang lưu hành đầu năm,530.113.272,5.129,530113272.0,5129.0
Ảnh hưởng của trả cổ tức bằng cổ phiếu được pháthành trong năm,Ảnh hưởng của trả cổ tức bằng cổ phiếu được pháthành trong năm,Ảnh hưởng của trả cổ tức bằng cổ phiếu được pháthành trong năm,80.021.111,(672),80021111.0,-672.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,610.134.383,4.457,610134383.0,4457.0
