row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOẠN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CÁO KIỂM TOẠN ĐỘC LẬP,BÁO CÁO KIỂM TOẠN ĐỘC LẬP,3,3.0
BẢNG CÂN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOẠN HỢP NHẤT,4 - 5,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOẠN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,6,6.0
BÁO CÁO LƯU CHUYỄN TIỂN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỄN TIỂN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỄN TIỂN TỆ HỢP NHẤT,7 - 8,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,9 - 42,
