row_label_raw,row_label_full,Hợp đồng đó dang tại ngày kết thúcniền độ kê toán:,Số cuối nămVND > Hợp đồng đó dang tại ngày kết thúcniền độ kê toán:,Số đầu nămVND > Hợp đồng đó dang tại ngày kết thúcniền độ kê toán:,numeric__Số cuối nămVND > Hợp đồng đó dang tại ngày kết thúcniền độ kê toán:,numeric__Số đầu nămVND > Hợp đồng đó dang tại ngày kết thúcniền độ kê toán:
Phải thu theo tiễn độ kê hoạch hợp đồng xây dựng,Phải thu theo tiễn độ kê hoạch hợp đồng xây dựng,Phải thu theo tiễn độ kê hoạch hợp đồng xây dựng,251.954.356.007,431.581.193.340,251954356007.0,431581193340.0
Phải trả theo tiễn độ kê hoạch hợp đồng xây dựng,Phải trả theo tiễn độ kê hoạch hợp đồng xây dựng,Phải trả theo tiễn độ kê hoạch hợp đồng xây dựng,(46.561.518.663),(20.380.725.175),-46561518663.0,-20380725175.0
,,,205.392.837.344,411.200.468.165,205392837344.0,411200468165.0
Chi phí hợp đồng xây dựng cộng lợi nhuận đãghi nhận trừ các khoản lỗ đã ghi nhận lũy kê,Chi phí hợp đồng xây dựng cộng lợi nhuận đãghi nhận trừ các khoản lỗ đã ghi nhận lũy kê,Chi phí hợp đồng xây dựng cộng lợi nhuận đãghi nhận trừ các khoản lỗ đã ghi nhận lũy kê,2.817.209.391.708,2.323.991.070.764,2817209391708.0,2323991070764.0
Trừ: số đã phát hành hóa đơn theo tiễn độ,Trừ: số đã phát hành hóa đơn theo tiễn độ,Trừ: số đã phát hành hóa đơn theo tiễn độ,(2.611.816.554.364),(1.912.790.602.599),-2611816554364.0,-1912790602599.0
,,,205.392.837.344,411.200.468.165,205392837344.0,411200468165.0
