row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,Chi phí xây dựng cơ bản dở dang dài hạn,,
Số dư đầu năm,Chi phí xây dựng cơ bản dở dang dài hạn > Số dư đầu năm,Số dư đầu năm,805.559.896.217,1.006.742.286.288,805559896217.0,1006742286288.0
- Tăng trong năm,Chi phí xây dựng cơ bản dở dang dài hạn > - Tăng trong năm,- Tăng trong năm,1.029.543.672.496,771.849.613.507,1029543672496.0,771849613507.0
- Kết chuyển sang tài sản cố định,Chi phí xây dựng cơ bản dở dang dài hạn > - Kết chuyển sang tài sản cố định,- Kết chuyển sang tài sản cố định,(503.097.707.588),(805.917.957.379),-503097707588.0,-805917957379.0
- Giảm do thoái vốn,Chi phí xây dựng cơ bản dở dang dài hạn > - Giảm do thoái vốn,- Giảm do thoái vốn,-,(123.243.421.629),,-123243421629.0
- Giảm khác,Chi phí xây dựng cơ bản dở dang dài hạn > - Giảm khác,- Giảm khác,(157.227.777.372),(43.870.624.570),-157227777372.0,-43870624570.0
Số dư cuối năm,Chi phí xây dựng cơ bản dở dang dài hạn > Số dư cuối năm,Số dư cuối năm,1.174.778.083.753,805.559.896.217,1174778083753.0,805559896217.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Dự án tòa nhà FPT Tower,Trong đó: > - Dự án tòa nhà FPT Tower,- Dự án tòa nhà FPT Tower,712.296.937.417,393.003.100.000,712296937417.0,393003100000.0
- Công trình văn phòng Tân Thuận 3,Trong đó: > - Công trình văn phòng Tân Thuận 3,- Công trình văn phòng Tân Thuận 3,-,122.790.367.827,,122790367827.0
- Dự án đãu tư tại Nam An Khánh,Trong đó: > - Dự án đãu tư tại Nam An Khánh,- Dự án đãu tư tại Nam An Khánh,-,92.978.439.918,,92978439918.0
- Các công trình khác,Trong đó: > - Các công trình khác,- Các công trình khác,462.481.146.336,196.787.988.472,462481146336.0,196787988472.0
,,,1.174.778.083.753,805.559.896.217,1174778083753.0,805559896217.0
