row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,3.857.602.555.206,4.255.117.777.507,,1.0,3857602555206.0,4255117777507.0
1.,I. > 1.,1.,Khẩu hao tài sản cổ định và phần bổ lợi thể thường mai,02,1.164.692.003.074,1.039.416.768.342,,2.0,1164692003074.0,1039416768342.0
1.,I. > 1.,1.,Các khoản dự phòng,03,120.544.469.503,184.568.266.739,,3.0,120544469503.0,184568266739.0
1.,I. > 1.,1.,Lỗ/(lãi) chênh lệch tỷ giá hõi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,18.627.355.032,(18.951.655.934),,4.0,18627355032.0,-18951655934.0
1.,I. > 1.,1.,Lãi từ hoạt động đầu tư,05,(761.304.152.101),(1.330.954.022.321),,5.0,-761304152101.0,-1330954022321.0
1.,I. > 1.,1.,Chi phí lãi vay,06,238.344.431.747,368.545.679.548,,6.0,238344431747.0,368545679548.0
2.,I. > 2.,2.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,4.638.506.662.461,4.497.742.813.881,,8.0,4638506662461.0,4497742813881.0
2.,I. > 2.,2.,Tăng các khoản phải thu,09,(159.344.472.867),(2.311.600.942.433),,9.0,-159344472867.0,-2311600942433.0
2.,I. > 2.,2.,Tăng hàng tồn kho,10,(229.108.218.690),(617.887.896.217),,10.0,-229108218690.0,-617887896217.0
2.,I. > 2.,2.,"Tăng các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,644.985.031.490,1.709.299.259.291,,11.0,644985031490.0,1709299259291.0
2.,I. > 2.,2.,Tăng chi phí trả trước,12,(367.688.759.434),(143.624.640.180),,12.0,-367688759434.0,-143624640180.0
2.,I. > 2.,2.,Tiền lãi vay đã trả,14,(263.543.299.555),(386.409.842.206),,14.0,-263543299555.0,-386409842206.0
2.,I. > 2.,2.,Thuế thu nhập doanh nghiệp đã nộp,15,(429.913.433.339),(493.643.801.955),,15.0,-429913433339.0,-493643801955.0
2.,I. > 2.,2.,Tiền chi khác cho hoạt động kinh doanh,17,(245.573.417.730),(265.691.285.266),,17.0,-245573417730.0,-265691285266.0
2.,I. > 2.,2.,Lưu chuyển tiên thuần từ hoạt động kinh doanh,20,3.588.320.092.336,1.988.183.664.915,,20.0,3588320092336.0,1988183664915.0
II.,II.,II.,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(2.453.675.554.507),(1.104.370.928.512),,21.0,-2453675554507.0,-1104370928512.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,773.278.807,3.873.003.435,,22.0,773278807.0,3873003435.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(1.188.220.715.064),(942.508.215.806),,23.0,-1188220715064.0,-942508215806.0
4.,II. > 4.,4.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(709.543.569.233),-,,25.0,-709543569233.0,
5.,II. > 5.,5.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,180.229.124.836,(973.833.781.575),,26.0,180229124836.0,-973833781575.0
6.,II. > 6.,6.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,473.705.873.732,408.056.318.390,,27.0,473705873732.0,408056318390.0
6.,II. > 6.,6.,Lưu chuyển tiên thuần từ hoạt động đầu tư,30,(3.696.731.561.429),(2.608.783.604.068),,30.0,-3696731561429.0,-2608783604068.0
