row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Doanh thu nhận trước về dịch vụ viễn thông,Ngắn hạn > Doanh thu nhận trước về dịch vụ viễn thông,Doanh thu nhận trước về dịch vụ viễn thông,1.185.633.003.915,987.786.150.810,1185633003915.0,987786150810.0
Doanh thu nhận trước tiễn học phí,Ngắn hạn > Doanh thu nhận trước tiễn học phí,Doanh thu nhận trước tiễn học phí,354.079.691.773,230.852.766.071,354079691773.0,230852766071.0
Các khoản doanh thu chưa thực hiện khác,Ngắn hạn > Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,71.208.553.010,74.992.000.747,71208553010.0,74992000747.0
,,,1.610.921.248.698,1.293.630.917.628,1610921248698.0,1293630917628.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Doanh thu nhận trước về dịch vụ viễn thông,Dài hạn > Doanh thu nhận trước về dịch vụ viễn thông,Doanh thu nhận trước về dịch vụ viễn thông,8.132.337.054,7.373.253.511,8132337054.0,7373253511.0
Các khoản doanh thu chưa thực hiện khác,Dài hạn > Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,38.673.317.101,40.423.286.118,38673317101.0,40423286118.0
,,,46.805.654.155,47.796.539.629,46805654155.0,47796539629.0
"c. Khả năng không thực hiện được hợp đồng với khách hàng (chi tiết từng khoản mục, lý do không có khả năng thực hiện)","c. Khả năng không thực hiện được hợp đồng với khách hàng (chi tiết từng khoản mục, lý do không có khả năng thực hiện)","c. Khả năng không thực hiện được hợp đồng với khách hàng (chi tiết từng khoản mục, lý do không có khả năng thực hiện)",-,-,,
