row_label_raw,row_label_full,Quá hạn,Không xác định kỳ hạn,Đến 01 năm,Từ 01 - 05 năm,Trên 05 năm,Đơn vị: triệu VND Tổng công,numeric__Không xác định kỳ hạn,numeric__Đến 01 năm,numeric__Từ 01 - 05 năm,numeric__Trên 05 năm,numeric__Đơn vị: triệu VND Tổng công
-,-,-,-,4.194.683,-,-,4.194.683,,4194683.0,,,4194683.0
81.805,81.805,81.805,-,611.804,-,-,693.609,,611804.0,,,693609.0
31.619,31.619,31.619,-,405.783,-,-,437.402,,405783.0,,,437402.0
-,-,-,-,3.682.410,-,-,3.682.410,,3682410.0,,,3682410.0
-,-,-,-,81.047,-,-,81.047,,81047.0,,,81047.0
-,-,-,-,77.804,-,-,77.804,,77804.0,,,77804.0
-,-,-,-,3.243,-,-,3.243,,3243.0,,,3243.0
-,-,-,4.994.800,131.988.608,64.440.379,148.487.686,349.911.473,4994800.0,131988608.0,64440379.0,148487686.0,349911473.0
-,-,-,-,131.865.008,62.347.679,148.487.686,342.700.373,,131865008.0,62347679.0,148487686.0,342700373.0
-,-,-,-,126.003.047,29.857.034,-,155.860.081,,126003047.0,29857034.0,,155860081.0
-,-,-,-,5.861.961,32.490.645,148.487.686,186.840.292,,5861961.0,32490645.0,148487686.0,186840292.0
-,-,-,3.747.227,123.600,2.092.700,-,5.963.527,3747227.0,123600.0,2092700.0,,5963527.0
-,-,-,3.381.665,-,-,-,3.381.665,3381665.0,,,,3381665.0
-,-,-,40.519,-,-,-,40.519,40519.0,,,,40519.0
-,-,-,325.043,-,-,-,325.043,325043.0,,,,325043.0
-,-,-,-,123.600,2.092.700,-,2.216.300,,123600.0,2092700.0,,2216300.0
-,-,-,1.247.573,-,-,-,1.247.573,1247573.0,,,,1247573.0
-,-,-,-,9.426.431,-,-,9.426.431,,9426431.0,,,9426431.0
-,-,-,-,(251.526),-,-,(251.526),,-251526.0,,,-251526.0
113.424,113.424,113.424,4.994.800,150.139.240,64.440.379,148.487.686,368.175.529,4994800.0,150139240.0,64440379.0,148487686.0,368175529.0
