row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Quá hạn,Không xác định ký hạn,Đến 01 năm,Từ 01 - 05 năm,Trên 05 năm,Tổng cộng,numeric__Quá hạn,numeric__Không xác định ký hạn,numeric__Đến 01 năm,numeric__Từ 01 - 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,,,,,,
Nghĩa vụ nợ theo hợp đồng bảo hiểm,NỘ TÀI CHÍNH > Nghĩa vụ nợ theo hợp đồng bảo hiểm,Nghĩa vụ nợ theo hợp đồng bảo hiểm,26,-,(4.781.166),(953.771),17.958.803,12.223.892,26.0,,-4781166.0,-953771.0,17958803.0,12223892.0
Phải trả hoạt động bảo hiểm gốc,NỘ TÀI CHÍNH > Phải trả hoạt động bảo hiểm gốc,Phải trả hoạt động bảo hiểm gốc,-,-,1.478.589,-,-,1.478.589,,,1478589.0,,,1478589.0
Phải trả tái bảo hiểm,NỘ TÀI CHÍNH > Phải trả tái bảo hiểm,Phải trả tái bảo hiểm,-,-,891.805,-,-,891.805,,,891805.0,,,891805.0
Các nghĩa vụ nợ tài chính khác,NỘ TÀI CHÍNH > Các nghĩa vụ nợ tài chính khác,Các nghĩa vụ nợ tài chính khác,-,-,35.544.696,-,-,35.544.696,,,35544696.0,,,35544696.0
- Nhận ký quỹ,NỘ TÀI CHÍNH > - Nhận ký quỹ,- Nhận ký quỹ,-,-,294.056,-,-,294.056,,,294056.0,,,294056.0
- Khác,NỘ TÀI CHÍNH > - Khác,- Khác,-,-,35.250.640,-,-,35.250.640,,,35250640.0,,,35250640.0
TỔNG CỘNG,NỘ TÀI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,26,-,33.133.924,(953.771),17.958.803,50.138.982,26.0,,33133924.0,-953771.0,17958803.0,50138982.0
