row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025VND,Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2025VND,numeric__Ngày 31 tháng 12năm 2024VND
Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,1.151.340.422.943,974.913.411.790,1151340422943.0,974913411790.0
Phải trả bồi thường và trả tiền bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả bồi thường và trả tiền bảo hiểm,Phải trả bồi thường và trả tiền bảo hiểm,271.899.934.061,252.145.529.679,271899934061.0,252145529679.0
Phải trả thu nhập đại lý,Phải trả hoạt động bảo hiểm > Phải trả thu nhập đại lý,Phải trả thu nhập đại lý,875.745.035.526,721.168.125.426,875745035526.0,721168125426.0
Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả phí nhượng tái bảo hiểm nhân thọ,3.695.453.356,1.599.756.685,3695453356.0,1599756685.0
Bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,1.482.089.487.847,1.395.480.202.358,1482089487847.0,1395480202358.0
Phải trả hoa hồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả hoa hồng bảo hiểm,Phải trả hoa hồng bảo hiểm,117.773.354.846,92.969.799.495,117773354846.0,92969799495.0
Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm gốc phi nhân thọ,235.991.716.927,294.889.736.666,235991716927.0,294889736666.0
Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả nhận tái bảo hiểm phi nhân thọ,47.587.242.756,54.675.260.308,47587242756.0,54675260308.0
Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả nhượng tái bảo hiểm phi nhân thọ,949.508.714.382,835.529.842.757,949508714382.0,835529842757.0
Phải trả đồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả đồng bảo hiểm,Phải trả đồng bảo hiểm,131.228.458.936,117.415.563.132,131228458936.0,117415563132.0
,,,2.633.429.910.790,2.370.393.614.148,2633429910790.0,2370393614148.0
Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,,
"Phải trả người bán, nhà cung cấp","Phải trả người bán và nhà cung cấp dịch vụ > Phải trả người bán, nhà cung cấp","Phải trả người bán, nhà cung cấp",71.385.839.522,62.789.515.760,71385839522.0,62789515760.0
Phải trả khác,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả khác,Phải trả khác,989.747.597,779.356.827,989747597.0,779356827.0
,,,72.375.587.119,63.568.872.587,72375587119.0,63568872587.0
TỔNG CỘNG,Phải trả người bán và nhà cung cấp dịch vụ > TỔNG CỘNG,TỔNG CỘNG,2.705.805.497.909,2.433.962.486.735,2705805497909.0,2433962486735.0
