row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025,numeric__Ngày 31 tháng 12 năm 2024
200,200,200,B. TÀI SẢN DÀI HẠN,,141.442.600.516.098,130.059.585.546.605,,,141442600516098.0,130059585546605.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,75.345.866.505,66.916.382.934,,62.0,75345866505.0,66916382934.0
216,216,216,1. Phải thu dài hạn khác,,75.345.866.505,66.916.382.934,,,75345866505.0,66916382934.0
220,220,220,II. Tài sản cố định,,1.710.867.803.238,1.890.638.249.670,,,1710867803238.0,1890638249670.0
221,221,221,1. Tài sản cố định hữu hình,10,793.037.340.532,872.417.228.022,,10.0,793037340532.0,872417228022.0
222,222,222,Nguyên giá,,2.758.411.713.643,2.726.029.379.554,,,2758411713643.0,2726029379554.0
223,223,223,Giá trị khấu hao lũy kế,,(1.965.374.373.111),(1.853.612.151.532),,,-1965374373111.0,-1853612151532.0
227,227,227,2. Tài sản cố định vô hình,11,917.830.462.706,1.018.221.021.648,,11.0,917830462706.0,1018221021648.0
228,228,228,Nguyên giá,,1.843.480.920.591,1.840.590.207.970,,,1843480920591.0,1840590207970.0
229,229,229,Giá trị hao mòn lũy kế,,(925.650.457.885),(822.369.186.322),,,-925650457885.0,-822369186322.0
230,230,230,III. Bất động sản đầu tư,12,102.471.736.442,109.961.268.939,,12.0,102471736442.0,109961268939.0
231,231,231,Nguyên giá,,189.606.396.559,191.327.232.874,,,189606396559.0,191327232874.0
232,232,232,Giá trị hao mòn lũy kế,,(87.134.660.117),(81.365.963.935),,,-87134660117.0,-81365963935.0
240,240,240,IV. Tài sản dở dang dài hạn,,146.304.263.191,131.645.367.989,,,146304263191.0,131645367989.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,146.304.263.191,131.645.367.989,,13.0,146304263191.0,131645367989.0
250,250,250,V. Đầu tư tài chính dài hạn,,139.153.581.916.804,127.645.423.169.640,,,139153581916804.0,127645423169640.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.3.1,2.925.861.993.328,2.884.915.841.223,,1431.0,2925861993328.0,2884915841223.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,1.499.836.683.418,1.279.365.243.151,,1432.0,1499836683418.0,1279365243151.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(85.404.841.184),(62.506.533.483),,,-85404841184.0,-62506533483.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,14.2,134.813.288.081.242,123.543.648.618.749,,142.0,134813288081242.0,123543648618749.0
260,260,260,VI. Tài sản dài hạn khác,,254.028.929.918,215.001.107.433,,,254028929918.0,215001107433.0
261,261,261,1. Chi phí trả trước dài hạn,9,204.421.165.904,181.047.015.237,,9.0,204421165904.0,181047015237.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,16.2.1,10.342.773.452,7.855.743.207,,1621.0,10342773452.0,7855743207.0
268,268,268,3. Tài sản dài hạn khác,,39.264.990.562,26.098.348.989,,,39264990562.0,26098348989.0
270,270,270,TỔNG CỘNG TÀI SẢN,,291.805.652.090.226,251.286.326.838.124,,,291805652090226.0,251286326838124.0
