row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2025 > Giá gốc,Ngày 31 tháng 12 năm 2025 > Giá trị ghi số(sau khi trích lập dự phòng),Ngày 31 tháng 12 năm 2024 > Giá gốc,Ngày 31 tháng 12 năm 2024 > Giá trị ghi số(sau khi trích lập dự phòng),numeric__Ngày 31 tháng 12 năm 2025 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2025 > Giá trị ghi số(sau khi trích lập dự phòng),numeric__Ngày 31 tháng 12 năm 2024 > Giá gốc,numeric__Ngày 31 tháng 12 năm 2024 > Giá trị ghi số(sau khi trích lập dự phòng)
Công ty Cổ phần Tập đoàn SSG,Công ty Cổ phần Tập đoàn SSG,Công ty Cổ phần Tập đoàn SSG,225.000.000.000,225.000.000.000,225.000.000.000,225.000.000.000,225000000000.0,225000000000.0,225000000000.0,225000000000.0
"Dự án Tháp Tài chính Quốc tế (""IFT"")","Dự án Tháp Tài chính Quốc tế (""IFT"")","Dự án Tháp Tài chính Quốc tế (""IFT"")",170.385.781.823,170.385.781.823,169.976.934.325,169.976.934.325,170385781823.0,170385781823.0,169976934325.0,169976934325.0
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam,513.647.489.512,462.515.487.000,293.124.483.483,293.124.483.483,513647489512.0,462515487000.0,293124483483.0,293124483483.0
Khác,Khác,Khác,590.803.412.083,556.530.573.411,591.263.825.343,528.757.291.860,590803412083.0,556530573411.0,591263825343.0,528757291860.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.499.836.683.418,1.414.431.842.234,1.279.365.243.151,1.216.858.709.668,1499836683418.0,1414431842234.0,1279365243151.0,1216858709668.0
