row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm,Số đầu năm,Số đầu năm,382.055.501.051,382055501051.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,818.628.486.071,818628486071.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(778.633.553.894),-778633553894.0
Số cuối năm,Số cuối năm,Số cuối năm,422.050.433.228,422050433228.0
