row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025VND,Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2025VND,numeric__Ngày 31 tháng 12năm 2024VND
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,,
Trả trước tiền thuê văn phòng,Chi phí trả trước ngắn hạn > Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,43.405.351.587,36.878.047.581,43405351587.0,36878047581.0
"Chi phí công cụ, dụng cụ, bảo hành","Chi phí trả trước ngắn hạn > Chi phí công cụ, dụng cụ, bảo hành","Chi phí công cụ, dụng cụ, bảo hành",48.275.854.853,23.103.570.188,48275854853.0,23103570188.0
Chi phí khác,Chi phí trả trước ngắn hạn > Chi phí khác,Chi phí khác,19.899.883.861,18.688.848.312,19899883861.0,18688848312.0
,,,111.581.090.301,78.670.466.081,111581090301.0,78670466081.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,,
Trả trước tiền thuê văn phòng,Chi phí trả trước dài hạn > Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,23.758.019.483,28.323.886.644,23758019483.0,28323886644.0
Cải tạo thiết bị nội thất,Chi phí trả trước dài hạn > Cải tạo thiết bị nội thất,Cải tạo thiết bị nội thất,58.863.351.303,42.654.855.045,58863351303.0,42654855045.0
"Chi phí công cụ, dụng cụ, bảo hành","Chi phí trả trước dài hạn > Chi phí công cụ, dụng cụ, bảo hành","Chi phí công cụ, dụng cụ, bảo hành",62.391.776.057,47.316.825.983,62391776057.0,47316825983.0
Chi phí khác,Chi phí trả trước dài hạn > Chi phí khác,Chi phí khác,59.408.019.061,62.751.447.565,59408019061.0,62751447565.0
,,,204.421.165.904,181.047.015.237,204421165904.0,181047015237.0
TỔNG CỘNG,Chi phí trả trước dài hạn > TỔNG CỘNG,TỔNG CỘNG,316.002.256.205,259.717.481.318,316002256205.0,259717481318.0
