row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2025,numeric__Ngày 31 tháng 12 năm 2024
300,300,300,C. NỘ PHẢI TRẢ,,266.325.310.635.901,227.720.439.778.201,,,266325310635901.0,227720439778201.0
310,310,310,I. Nợ ngắn hạn,,64.332.654.684.300,40.840.468.409.215,,,64332654684300.0,40840468409215.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.705.805.497.909,2.433.962.486.735,,15.0,2705805497909.0,2433962486735.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.633.429.910.790,2.370.393.614.148,,,2633429910790.0,2370393614148.0
311.3,311.3,311.3,1.2 Phải trả người bán và nhà cung cấp dịch vụ,,72.375.587.119,63.568.872.587,,,72375587119.0,63568872587.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,4.044.580.000,21.186.000.000,,,4044580000.0,21186000000.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,344.317.471.858,211.453.081.628,,16.0,344317471858.0,211453081628.0
314,314,314,4. Phải trả người lao động,,2.356.235.994.956,1.702.090.155.645,,,2356235994956.0,1702090155645.0
315,315,315,5. Chi phí phải trả ngắn hạn,,162.034.704.999,141.601.337.253,,,162034704999.0,141601337253.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,282.160.265.889,258.502.574.731,,17.0,282160265889.0,258502574731.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,422.050.433.228,382.055.501.051,,181.0,422050433228.0,382055501051.0
319,319,319,8. Phải trả ngắn hạn khác,19,437.567.941.149,395.628.174.229,,19.0,437567941149.0,395628174229.0
320,320,320,9. Vay ngắn hạn,20,4.072.040.955.884,2.910.226.356.811,,20.0,4072040955884.0,2910226356811.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,317.326.013.092,260.153.881.426,,21.0,317326013092.0,260153881426.0
324,324,324,11. Giao dịch mua bán lại trái phiếu,22,53.229.070.825.336,32.123.608.859.706,,22.0,53229070825336.0,32123608859706.0
330,330,330,II. Nợ dài hạn,,201.992.655.951.601,186.879.971.368.986,,,201992655951601.0,186879971368986.0
337,337,337,1. Phải trả dài hạn khác,23,306.562.119.206,303.139.567.653,,23.0,306562119206.0,303139567653.0
338,338,338,2. Vay dài hạn,20,754.000.000,-,,20.0,754000000.0,
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2.2,2.854.332.922,2.731.324.749,,1622.0,2854332922.0,2731324749.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,201.682.485.499.473,186.574.100.476.584,,24.0,201682485499473.0,186574100476584.0
344.1,344.1,344.1,4.1 Dự phòng toán học,,171.409.330.097.570,157.148.585.024.401,,,171409330097570.0,157148585024401.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,5.839.617.690.184,5.451.808.363.226,,,5839617690184.0,5451808363226.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,3.223.554.162.529,3.111.784.684.450,,,3223554162529.0,3111784684450.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,3.974.183.128.108,3.521.002.598.958,,,3974183128108.0,3521002598958.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,16.544.350.410.061,16.741.736.693.139,,,16544350410061.0,16741736693139.0
344.6,344.6,344.6,4.6 Dự phòng đảm bảo cân đối,,518.558.175.557,412.275.456.267,,,518558175557.0,412275456267.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,172.891.835.464,186.907.656.143,,,172891835464.0,186907656143.0
