row_label_raw,row_label_full,col_0,Cho năm tài chính kết thúc ngày 31 tháng 12năm 2025VND,Cho năm tài chính kết thúc ngày 31 tháng 12năm 2024VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2025VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2024VND
Chi phí thuế TNDN hiện hành(Thu nhập)/Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hiện hành(Thu nhập)/Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hiện hành(Thu nhập)/Chi phí thuế TNDN hoãn lại,635.223.534.848(2.364.022.072),464.527.211.1194.475.662.847,,4.645272111194476e+21
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,632.859.512.776,469.002.873.966,632859512776.0,469002873966.0
