row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 VND
Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,,,
Bộ Tài chính,Cổ đông sáng lập > Bộ Tài chính,Bộ Tài chính,Cổ tức đã trả,(509.096.089.980),(484.295.086.260),,-509096089980.0,-484295086260.0
SCIC,Cổ đông sáng lập > SCIC,SCIC,Cổ tức đã trả,(23.375.107.440),(22.236.371.280),,-23375107440.0,-22236371280.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Sumitomo Life,Sumitomo Life,"Doanh thu cho thuê văn phòng, phí gửi xeCổ tức đã trả",488.160.000(172.978.813.697),488.160.000(164.552.019.057),,,
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Doanh thu dịch vụ CNTTDoanh thu lãi tiền gửiDoanh thu cho thuê trụ sở làm việc, phí quản lý tòa nhà và phí giữ xeChi phí repo",1.298.374.807838.109.972.21127.487.539.559(1.178.695.771.088),1.278.889.566638.913.241.40631.027.866.817(454.986.196.962),,,
Tokio Marine Việt Nam,Bảo Việt Bank > Tokio Marine Việt Nam,Tokio Marine Việt Nam,Doanh thu phí quản lý quỹCổ tức được nhậnDoanh thu hoạt động bảo hiểmChi phí hoạt động bảo hiểm,506.671.82656.850.335.13665.802.475.865(43.231.467.925),340.905.55347.169.248.38152.045.967.98620.909.072.018,,,3.409055534716925e+41
