row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 VND,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 VND
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,18.1,778.633.553.894(2.229.860.912),679.647.517.3673.711.688.916,181.0,,6.796475173673711e+21
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,,,,,
TỔNG CỘNG,Bảo hiểm nhân thọ > TỔNG CỘNG,TỔNG CỘNG,,776.403.692.982,683.359.206.283,,776403692982.0,683359206283.0
