row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2025 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 01 ngày)",HOSE > 3.479.149 > 6.275.502 > (123.306),HNX > 372.609 > 774.507 > (13.656),Tổng > 3.851.758 > 7.050.010 > (136.962),numeric__HOSE > 3.479.149 > 6.275.502 > (123.306),numeric__HNX > 372.609 > 774.507 > (13.656),numeric__Tổng > 3.851.758 > 7.050.010 > (136.962)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),52.834,1.270,54.104,52834.0,1270.0,54104.0
"VaR (95%, 01 tuần)","VaR (95%, 01 tuần)","VaR (95%, 01 tuần)",(275.720),(30.536),(306.256),-275720.0,-30536.0,-306256.0
"VaR (95%, 01 tháng)","VaR (95%, 01 tháng)","VaR (95%, 01 tháng)",(578.355),(64.054),(642.408),-578355.0,-64054.0,-642408.0
"VaR (95%, 01 năm)","VaR (95%, 01 năm)","VaR (95%, 01 năm)",(1.957.417),(216.787),(2.174.204),-1957417.0,-216787.0,-2174204.0
Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024,Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024,Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024,HOSE,HNX,Tổng,,,
Giá trị sổ sách,Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > Giá trị sổ sách,Giá trị sổ sách,3.139.477,372.639,3.512.117,3139477.0,372639.0,3512117.0
Giá trị thị trường,Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > Giá trị thị trường,Giá trị thị trường,5.890.368,768.290,6.658.658,5890368.0,768290.0,6658658.0
"VaR (95%, 01 ngày)","Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > VaR (95%, 01 ngày)","VaR (95%, 01 ngày)",(99.673),(15.408),(115.082),-99673.0,-15408.0,-115082.0
Mức độ đa dạng hóa VaR (95%),Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),48.214,2.660,50.874,48214.0,2660.0,50874.0
"VaR (95%, 01 tuần)","Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > VaR (95%, 01 tuần)","VaR (95%, 01 tuần)",(222.876),(34.454),(257.330),-222876.0,-34454.0,-257330.0
"VaR (95%, 01 tháng)","Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > VaR (95%, 01 tháng)","VaR (95%, 01 tháng)",(467.509),(72.271),(539.780),-467509.0,-72271.0,-539780.0
"VaR (95%, 01 năm)","Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31/12/2024 > VaR (95%, 01 năm)","VaR (95%, 01 năm)",(1.582.263),(244.600),(1.826.863),-1582263.0,-244600.0,-1826863.0
