row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2025,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế,,3.554.431.272.129,2.663.171.477.296,,,3554431272129.0,2663171477296.0
01,01,01,2. Điều chỉnh cho các khoản,,3.270.308.915.400,7.449.502.465.690,,,3270308915400.0,7449502465690.0
02,02,02,- Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,"10, 11",234.790.404.760,361.656.740.622,,,234790404760.0,361656740622.0
03,03,03,- Các khoản dự phòng,,15.395.134.340.726,18.799.414.855.151,,,15395134340726.0,18799414855151.0
04,04,04,- Lỗ chênh lệch tỉ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,13.542.742.680,13.928.156.147,,,13542742680.0,13928156147.0
05,05,05,- Lãi từ hoạt động đầu tư,,(14.120.037.475.008),(12.757.295.260.799),,,-14120037475008.0,-12757295260799.0
06,06,06,"- Chi phí repo, lãi vay",,1.746.878.902.242,1.031.797.974.569,,,1746878902242.0,1031797974569.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,,6.824.740.187.529,10.112.673.942.986,,,6824740187529.0,10112673942986.0
09,09,09,- Tăng các khoản phải thu,,590.718.355.794,1.160.577.325.759,,,590718355794.0,1160577325759.0
10,10,10,- Giảm hàng tồn kho,,32.468.892.378,12.868.553.516,,,32468892378.0,12868553516.0
11,11,11,"- Tăng/(Giám) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,1.232.528.584.635,(1.222.998.762.851),,,1232528584635.0,-1222998762851.0
12,12,12,- Tăng chỉ phí trả trước (bao gồm tài sản tài bảo hiểm),,(298.073.124.170),(33.806.613.231),,,-298073124170.0,-33806613231.0
13,13,13,- Tăng chứng khoản kinh doanh,,(422.760.915.860),(393.517.969.990),,,-422760915860.0,-393517969990.0
14,14,14,- Tiền lãi vay đã trả,,(1.536.709.491.904),(670.960.934.650),,,-1536709491904.0,-670960934650.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,16,(535.127.299.773),(432.410.464.622),,16.0,-535127299773.0,-432410464622.0
17,17,17,- Tiền chỉ khác cho hoạt động kinh doanh,,(93.911.437.763),(113.228.870.839),,,-93911437763.0,-113228870839.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,5.793.873.750.866,8.419.196.206.078,,,5793873750866.0,8419196206078.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(123.824.988.561),(135.267.945.349),,,-123824988561.0,-135267945349.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,1.749.432.374,750.785.454,,,1749432374.0,750785454.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(184.282.620.071.146),(178.867.829.679.580),,,-184282620071146.0,-178867829679580.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,150.198.592.040.262,143.899.182.195.987,,,150198592040262.0,143899182195987.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(265.027.712.446),(245.308.499),,,-265027712446.0,-245308499.0
26,26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,102.562.394.750,-,,,102562394750.0,
27,27,27,"7. Tiền thu lãi cho vay, cổ tức, lợi nhuận được chia và lãi bán các khoản đầu tư nắm giữ đến ngày đáo hạn",,10.218.526.656.832,13.470.307.039.965,,,10218526656832.0,13470307039965.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(24.150.042.247.935),(21.633.102.912.022),,,-24150042247935.0,-21633102912022.0
