row_label_raw,row_label_full,col_0,Cho năm tài chính kết thúc ngày 31/12/2025 VND,Cho năm tài chính kết thúc ngày 31/12/2024 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2025 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2024 VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,3.554.431.272.129,2.663.171.477.296,3554431272129.0,2663171477296.0
Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,Các điều chỉnh lợi nhuận theo kế toán,,
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,
- Hoa hồng dự trả ước tính năm nay,Các khoản điều chỉnh tăng > - Hoa hồng dự trả ước tính năm nay,- Hoa hồng dự trả ước tính năm nay,34.582.311.107,22.147.159.880,34582311107.0,22147159880.0
- Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,Các khoản điều chỉnh tăng > - Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,- Hoàn nhập lãi do đánh giá chênh lệch tỷ giá năm trước,13.656.623.753,9.028.949.820,13656623753.0,9028949820.0
- Chi phí không hợp lệ cho mục đích tỉnh thuế,Các khoản điều chỉnh tăng > - Chi phí không hợp lệ cho mục đích tỉnh thuế,- Chi phí không hợp lệ cho mục đích tỉnh thuế,42.254.569.327,44.479.556.669,42254569327.0,44479556669.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,
"- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm > - Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(299.529.189.115),(281.376.783.279),-299529189115.0,-281376783279.0
- Hoàn nhập hoa hồng dự trả ước tỉnh năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập hoa hồng dự trả ước tỉnh năm trước,- Hoàn nhập hoa hồng dự trả ước tỉnh năm trước,(22.147.159.880),(39.897.800.187),-22147159880.0,-39897800187.0
- Lãi chênh lệch tỷ giả do đánh giá chênh lệch tỷ giả cuối năm,Các khoản điều chỉnh giảm > - Lãi chênh lệch tỷ giả do đánh giá chênh lệch tỷ giả cuối năm,- Lãi chênh lệch tỷ giả do đánh giá chênh lệch tỷ giả cuối năm,(14.278.827.780),(13.667.368.458),-14278827780.0,-13667368458.0
- Các khoản (hoàn nhập)/chi phí dự phòng sử dụng phương pháp đánh giá nội bộ,Các khoản điều chỉnh giảm > - Các khoản (hoàn nhập)/chi phí dự phòng sử dụng phương pháp đánh giá nội bộ,- Các khoản (hoàn nhập)/chi phí dự phòng sử dụng phương pháp đánh giá nội bộ,(23.722.527.050),326.028.508,-23722527050.0,326028508.0
- Hoàn nhập chi phí chưa được khấu trừ năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chi phí chưa được khấu trừ năm trước,- Hoàn nhập chi phí chưa được khấu trừ năm trước,(14.955.758.325),(2.526.955.889),-14955758325.0,-2526955889.0
Các khoản không chịu thuế phát sinh từ các bút toán điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Các khoản không chịu thuế phát sinh từ các bút toán điều chỉnh hợp nhất,Các khoản không chịu thuế phát sinh từ các bút toán điều chỉnh hợp nhất,(34.494.462.916),74.410.013.187,-34494462916.0,74410013187.0
Các khoản (lỗ)/lãi không tỉnh thuế,Các khoản điều chỉnh giảm > Các khoản (lỗ)/lãi không tỉnh thuế,Các khoản (lỗ)/lãi không tỉnh thuế,(10.223.023.657),50.561.184.762,-10223023657.0,50561184762.0
