row_label_raw,row_label_full,col_0,Mãsố,2017VND,2016VND,numeric__Mãsố,numeric__2017VND,numeric__2016VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
(Lỗ)/lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Lỗ)/lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,(Lỗ)/lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,(1.391.521.391.939),1.486.608.452.672,1.0,-1391521391939.0,1486608452672.0
Khẩu hao,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khẩu hao,Khẩu hao,02,62.433.708,-,2.0,62433708.0,
Lỗ từ việc sáp nhập,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ từ việc sáp nhập,Lỗ từ việc sáp nhập,05,1.086.246.707.856,-,5.0,1086246707856.0,
Lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,05,(16.469.392.060),(1.713.186.643.941),5.0,-16469392060.0,-1713186643941.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,311.968.365.587,444.344.752.594,6.0,311968365587.0,444344752594.0
Khoản vay dài hạn được xóa,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khoản vay dài hạn được xóa,Khoản vay dài hạn được xóa,07,-,(226.000.000.000),7.0,,-226000000000.0
Lỗ từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lỗ từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,(9.713.276.848),(8.233.438.675),8.0,-9713276848.0,-8233438675.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(12.128.000),500.000.000,9.0,-12128000.0,500000000.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(82.500.000),-,10.0,-82500000.0,
