row_label_raw,row_label_full,col_0,1/1/2017Giá trị ghi sổ/Số có khả năng trả nợVND,TăngVND,Biến động trong nămTăng/(giảm)do sáp nhậpVND,Cấn trừVND,31/12/2017Giá trị ghi sổ/Số có khả năng trả nợVND,numeric__1/1/2017Giá trị ghi sổ/Số có khả năng trả nợVND,numeric__TăngVND,numeric__Biến động trong nămTăng/(giảm)do sáp nhậpVND,numeric__Cấn trừVND,numeric__31/12/2017Giá trị ghi sổ/Số có khả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,-,2.202.074.458.000,(2.202.074.458.000),-,,,2202074458000.0,-2202074458000.0,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,287.000.000.000,1.447.336.000.000,(1.734.336.000.000),-,-,287000000000.0,1447336000000.0,-1734336000000.0,,
,,,287.000.000.000,1.447.336.000.000,467.738.458.000,(2.202.074.458.000),-,287000000000.0,1447336000000.0,467738458000.0,-2202074458000.0,
