row_label_raw,row_label_full,col_0,ANCO VND,Shika VND,Kenji VND,MNS Feed VND,Đầu tư khác VND,Tổng VND,numeric__ANCO VND,numeric__Shika VND,numeric__Kenji VND,numeric__MNS Feed VND,numeric__Đầu tư khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.981.563.422.729,2.878.542.532.874,840.000.000.000,-,897.200.000,6.701.003.155.603,2981563422729.0,2878542532874.0,840000000000.0,,897200000.0,6701003155603.0
Tăng đầu tư trong năm,Tăng đầu tư trong năm,Tăng đầu tư trong năm,-,-,-,3.111.990.000.000,-,3.111.990.000.000,,,,3111990000000.0,,3111990000000.0
Giảm do sáp nhập,Giảm do sáp nhập,Giảm do sáp nhập,-,(2.878.542.532.874),(840.000.000.000),-,-,(3.718.542.532.874),,-2878542532874.0,-840000000000.0,,,-3718542532874.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.981.563.422.729,-,-,3.111.990.000.000,897.200.000,6.094.450.622.729,2981563422729.0,,,3111990000000.0,897200000.0,6094450622729.0
