row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,,,,
Vay và nợ,Tại ngày 31/12/2021 > Vay và nợ,Vay và nợ,100.000.000.000,-,-,100.000.000.000,100000000000.0,,,100000000000.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2021 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",681.511.546.610,57.116.666.667,-,738.628.213.277,681511546610.0,57116666667.0,,738628213277.0
Chi phí phải trả,Tại ngày 31/12/2021 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,906.944.505.462,57.116.666.667,-,964.061.172.129,906944505462.0,57116666667.0,,964061172129.0
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,,,,
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2021 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.175.258.648.618,57.266.666.667,-,1.232.525.315.285,1175258648618.0,57266666667.0,,1232525315285.0
Chi phí phải trả,Tại ngày 01/01/2021 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,1.300.691.607.470,57.266.666.667,-,1.357.958.274.137,1300691607470.0,57266666667.0,,1357958274137.0
