row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về tạm ứng,a) Ngắn hạn > - Phải thu về tạm ứng,- Phải thu về tạm ứng,12.375.275.473,-,12.693.945.473,-,12375275473.0,,12693945473.0,
- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,a) Ngắn hạn > - Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,128.714.225.213,(2.304.981.103),5.983.523.844,-,128714225213.0,-2304981103.0,5983523844.0,
+ Tiền lãi cho vay ngắn hạn,a) Ngắn hạn > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,12.830.044.391,(2.304.981.103),5.983.523.844,-,12830044391.0,-2304981103.0,5983523844.0,
+ Tiền lãi bổ sung theo thỏa thuận (2),a) Ngắn hạn > + Tiền lãi bổ sung theo thỏa thuận (2),+ Tiền lãi bổ sung theo thỏa thuận (2),115.884.180.822,-,-,-,115884180822.0,,,
- Phải thu lãi tiền gửi,a) Ngắn hạn > - Phải thu lãi tiền gửi,- Phải thu lãi tiền gửi,110.082.192,-,734.876.712,-,110082192.0,,734876712.0,
- Phải thu cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu cổ tức và lợi nhuận được chia,- Phải thu cổ tức và lợi nhuận được chia,2.016.479.514,-,57.516.326.717,-,2016479514.0,,57516326717.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),a) Ngắn hạn > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu tiền chi hộ,a) Ngắn hạn > - Phải thu tiền chi hộ,- Phải thu tiền chi hộ,657.031.418,-,618.715.615,-,657031418.0,,618715615.0,
- Phải thu Công ty Cổ phần Hung Vương,a) Ngắn hạn > - Phải thu Công ty Cổ phần Hung Vương,- Phải thu Công ty Cổ phần Hung Vương,-,-,27.612.000.000,-,,,27612000000.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,118.371.000,-,1.620.493,-,118371000.0,,1620493.0,
,,,231.977.887.407,(2.304.981.103),193.147.431.451,-,231977887407.0,-2304981103.0,193147431451.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",23.000.000,-,23.000.000,-,23000000.0,,23000000.0,
- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi cho vay,b) Dài hạn > - Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi cho vay,- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi cho vay,29.984.465.152,-,21.396.696.984,-,29984465152.0,,21396696984.0,
- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi bổ sung theo thỏa thuận (2),b) Dài hạn > - Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi bổ sung theo thỏa thuận (2),- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành tiền lãi bổ sung theo thỏa thuận (2),-,-,115.884.180.822,-,,,115884180822.0,
,,,30.007.465.152,-,137.303.877.806,-,30007465152.0,,137303877806.0,
c) Trong đó: Phải thu khác là các bên liên quan,b) Dài hạn > c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,161.123.570.297,(2.304.981.103),228.762.812.982,-,161123570297.0,-2304981103.0,228762812982.0,
