row_label_raw,row_label_full,Ông Phan Ngoc Hanh,Truong ban,Miếnh nhiém tǔ ngay 22/06/2021,numeric__Truong ban,numeric__Miếnh nhiém tǔ ngay 22/06/2021
Ông Lê Vǎn Minh,Ông Lê Vǎn Minh,Ông Lê Vǎn Minh,Thanh viên,,,
Ông Nguyễn Ngoc Truong Long,Ông Nguyễn Ngoc Truong Long,Ông Nguyễn Ngoc Truong Long,Thanh viên,Bố nhiém tǔ ngay 22/06/2021,,
Ông Cao Hoàng Dè,Ông Cao Hoàng Dè,Ông Cao Hoàng Dè,Thanh viên,Bố nhiém tǔ ngay 22/06/2021,,
