row_label_raw,row_label_full,col_0,col_1,31/12/2021,01/01/2021,numeric__col_1,numeric__31/12/2021,numeric__01/01/2021
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Công cụ dụng cụ chờ phân bổ,62.401.675,78.722.556,,62401675.0,78722556.0
a),a) > a),a),,62.401.675,78.722.556,,62401675.0,78722556.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Công cụ dụng cụ chờ phân bổ,304.534.542,398.126.676,,304534542.0,398126676.0
b),b) > b),b),- Chi phí sửa chữa tài sản,526.238.337,1.287.623.834,,526238337.0,1287623834.0
b),b) > b),b),- Chi phí thể hội viên sân golf Phú Mỹ,1.837.604.895,1.890.485.835,,1837604895.0,1890485835.0
b),b) > b),b),- Giá trị lợi thế kinh doanh (*),131.897.040.626,151.199.021.846,,131897040626.0,151199021846.0
b),b) > b),b),,134.565.418.400,154.775.258.191,,134565418400.0,154775258191.0
