row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị,31/12/2021 > Dự phòng,01/01/2021 > Giá trị,01/01/2021 > Dự phòng,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty CP An Bình (1),a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP An Bình (1),- Công ty CP An Bình (1),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
- Công ty CP Bất Đông Sản U&I (2),a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP Bất Đông Sản U&I (2),- Công ty CP Bất Đông Sản U&I (2),204.512.681.143,-,204.512.681.143,-,204512681143.0,,204512681143.0,
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,2.777.216.650,(1.223.608.325),2.892.019.816,-,2777216650.0,-1223608325.0,2892019816.0,
,,,267.289.897.793,(1.223.608.325),267.404.700.959,-,267289897793.0,-1223608325.0,267404700959.0,
b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,,,,
- Phải thu ngắn hạn,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > - Phải thu ngắn hạn,- Phải thu ngắn hạn,2.777.216.650,(1.223.608.325),2.892.019.816,-,2777216650.0,-1223608325.0,2892019816.0,
- Phải thu dài hạn,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > - Phải thu dài hạn,- Phải thu dài hạn,264.512.681.143,-,264.512.681.143,-,264512681143.0,,264512681143.0,
,,,267.289.897.793,(1.223.608.325),267.404.700.959,-,267289897793.0,-1223608325.0,267404700959.0,
c) Trong đó: Phải thu khách hàng là các bên liên quan,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,204.512.681.143,-,204.512.681.143,-,204512681143.0,,204512681143.0,
