row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,3.828.484.848,7.861.778.553,,23.0,3828484848.0,7861778553.0
02,02,02,2. Các khoản giảm trừ doanh thu,24,607.500.000,-,,24.0,607500000.0,
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,3.220.984.848,7.861.778.553,,,3220984848.0,7861778553.0
11,11,11,4. Giá vốn hàng bán,25,1.962.295.358,12.440.382.414,,25.0,1962295358.0,12440382414.0
20,20,20,5. Lợi nhuận (lỗ) gộp về bán hàng và cung cấp dịch vụ,,1.258.689.490,(4.578.603.861),,,1258689490.0,-4578603861.0
21,21,21,6. Doanh thu hoạt động tài chính,26,334.529.041.755,284.590.223.888,,26.0,334529041755.0,284590223888.0
22,22,22,7. Chi phí tài chính,27,72.464.321.352,94.107.525.942,,27.0,72464321352.0,94107525942.0
23,23,23,Trong đó: Chi phí lãi vay,,1.297.534.247,28.509.037.441,,,1297534247.0,28509037441.0
25,25,25,8. Chi phí bán hàng,,-,113.764.000,,,,113764000.0
26,26,26,9. Chi phí quản lý doanh nghiệp,28,59.017.426.938,49.801.738.414,,28.0,59017426938.0,49801738414.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,204.305.982.955,135.988.591.671,,,204305982955.0,135988591671.0
31,31,31,11. Thu nhập khác,29,1.327.121.236,7.329.951.251,,29.0,1327121236.0,7329951251.0
32,32,32,12. Chi phí khác,30,61.438.659,232.020.872,,30.0,61438659.0,232020872.0
40,40,40,13. Lợi nhuận khác,,1.265.682.577,7.097.930.379,,,1265682577.0,7097930379.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,205.571.665.532,143.086.522.050,,,205571665532.0,143086522050.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,-,-,,31.0,,
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,205.571.665.532,143.086.522.050,,,205571665532.0,143086522050.0
