row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
,,,Mối quan hệ,VND,VND,,,
Cho vay,Cho vay,Cho vay,,97.000.000.000,44.000.000.000,,97000000000.0,44000000000.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,97.000.000.000,44.000.000.000,,97000000000.0,44000000000.0
Thu hồi nợ cho vay,Thu hồi nợ cho vay,Thu hồi nợ cho vay,,92.573.348.938,-,,92573348938.0,
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,85.000.000.000,-,,85000000000.0,
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,7.573.348.938,-,,7573348938.0,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,,-,487.884.546,,,487884546.0
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,-,30.720.910,,,30720910.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,-,436.363.636,,,436363636.0
- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,Công ty liên kết,-,20.800.000,,,20800000.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,3.823.279.702,1.460.309.421,,3823279702.0,1460309421.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,Công ty con,229.484.459,337.742.138,,229484459.0,337742138.0
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,417.883.244,896.408.885,,417883244.0,896408885.0
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,Công ty liên kết,163.133.245,212.395.093,,163133245.0,212395093.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,781.150.577,13.763.305,,781150577.0,13763305.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,2.231.628.177,-,,2231628177.0,
Thanh lý tài sản cố định,Thanh lý tài sản cố định,Thanh lý tài sản cố định,,414.000.000,-,,414000000.0,
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,414.000.000,-,,414000000.0,
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",,314.764.681.481,158.700.206.544,,314764681481.0,158700206544.0
- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,Công ty con,786.874.601,6.319.522.249,,786874601.0,6319522249.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,Công ty con,3.110.987.880,1.664.520.000,,3110987880.0,1664520000.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,80.000.000.000,15.716.164.295,,80000000000.0,15716164295.0
- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,Công ty con,5.866.819.000,-,,5866819000.0,
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,225.000.000.000,135.000.000.000,,225000000000.0,135000000000.0
Nhận lãi chậm thanh toán,Nhận lãi chậm thanh toán,Nhận lãi chậm thanh toán,,163.896.010,-,,163896010.0,
- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,Công ty liên kết,163.896.010,-,,163896010.0,
Chi phí đi vay,Chi phí đi vay,Chi phí đi vay,,1.297.534.247,15.694.925.799,,1297534247.0,15694925799.0
- Tỉnh ủy Bình Dương,- Tỉnh ủy Bình Dương,- Tỉnh ủy Bình Dương,Cổ đông Nhà nước,-,2.639.583.333,,,2639583333.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,1.297.534.247,13.055.342.466,,1297534247.0,13055342466.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,15.434.288.715,6.851.846.044,,15434288715.0,6851846044.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,15.434.288.715,6.851.846.044,,15434288715.0,6851846044.0
