row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
,,,,,VND,VND,,,,
III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,1. Tiền thu từ đi vay,,100.000.000.000,92.229.400.917,,,100000000000.0,92229400917.0
34,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,2. Tiền trả nợ gốc vay,,-,(951.120.775.424),,,,-951120775424.0
36,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(584.209.681.093),(1.800.000.000),,,-584209681093.0,-1800000000.0
40,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(484.209.681.093),(860.691.374.507),,,-484209681093.0,-860691374507.0
50,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,(397.306.692.817),423.496.664.301,,,-397306692817.0,423496664301.0
60,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,,462.233.095.467,38.738.403.096,,,462233095467.0,38738403096.0
61,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,567.099,(1.971.930),,,567099.0,-1971930.0
70,III. LU'U CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,03,64.926.969.749,462.233.095.467,,3.0,64926969749.0,462233095467.0
