row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2021,01/01/2021,numeric__Mối quan hệ,numeric__31/12/2021,numeric__01/01/2021
,,,Mối quan hệ,VND,VND,,,
Phải thu dài hạn khách hàng,Phải thu dài hạn khách hàng,Phải thu dài hạn khách hàng,,204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
- Công ty CP Bất động sản U&I,- Công ty CP Bất động sản U&I,- Công ty CP Bất động sản U&I,(*),204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,,,
Phải thu về cho vay,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu về cho vay,Phải thu về cho vay,,181.035.237.982,176.608.586.920,,181035237982.0,176608586920.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,180.347.102.061,168.347.102.061,,180347102061.0,168347102061.0
- Công ty TNHH YCH-PROTRADE,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,688.135.921,8.261.484.859,,688135921.0,8261484859.0
Phải thu khác ngắn hạn,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,,131.139.105.145,91.481.935.176,,131139105145.0,91481935176.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,408.400.418,370.084.615,,408400418.0,370084615.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,128.714.225.213,5.983.523.844,,128714225213.0,5983523844.0
- Công ty CP May mặc Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,Công ty liên kết,-,23.467.276.000,,,23467276000.0
