row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2021,01/01/2021,numeric__Mối quan hệ,numeric__31/12/2021,numeric__01/01/2021
- Công ty CP Hưng Vương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Hưng Vương,- Công ty CP Hưng Vương,Công ty liên kết,-,32.247.180.000,,,32247180000.0
- Công ty TNHH MTV Giấy Vĩnh Phú,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,Công ty con,2.016.479.514,10.000.000.000,,2016479514.0,10000000000.0
- Công ty TNHH MTV Quốc tế Protrade,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,-,19.413.870.717,,,19413870717.0
Phải thu dài hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu dài hạn khác,Phải thu dài hạn khác,,29.984.465.152,137.280.877.806,,29984465152.0,137280877806.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,29.984.465.152,137.280.877.806,,29984465152.0,137280877806.0
Phải trả người bán ngắn hạn,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,304.246.688,123.835.460,,304246688.0,123835460.0
- Công ty CP Thương mại Tổng hợp Thuận An,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,Công ty con,23.065.710,20.361.821,,23065710.0,20361821.0
- Công ty TNHH Sân Golf Palm Sông Bé,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,65.794.263,60.431.989,,65794263.0,60431989.0
- Công ty CP Phát triển Phú Mỹ,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,Công ty liên kết,19.884.000,43.041.650,,19884000.0,43041650.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,195.502.715,-,,195502715.0,
Phải trả ngắn hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,678.449.691.931,1.172.124.447.732,,678449691931.0,1172124447732.0
- Tinh ủy Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Tinh ủy Bình Dương,- Tinh ủy Bình Dương,Cổ đông Nhà nước,601.023.889.844,1.095.233.570.937,,601023889844.0,1095233570937.0
"- KP Apparel Manufacturing Co.,Ltd","(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - KP Apparel Manufacturing Co.,Ltd","- KP Apparel Manufacturing Co.,Ltd",Công ty con,76.128.267.840,76.890.876.795,,76128267840.0,76890876795.0
