row_label_raw,row_label_full,Chỉ tiêu,Chỉ tiêu_1,Quá hạn > Triệu VND,Không chịu lãi > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,Tổng > Triệu VND,numeric__Chỉ tiêu_1,numeric__Quá hạn > Triệu VND,numeric__Không chịu lãi > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,numeric__Tổng > Triệu VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,,
I,NỘ PHẢI TRẢ > I,I,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,7.715.067,1.371.500,-,-,3.439,92.066,9.182.072,,,,7715067.0,1371500.0,,,3439.0,92066.0,9182072.0
II,NỘ PHẢI TRẢ > II,II,Tiền gửi của khách hàng,-,189.734,7.669.316,5.884.931,12.256.375,14.052.729,19.647.623,33.859.405,93.560.113,,,189734.0,7669316.0,5884931.0,12256375.0,14052729.0,19647623.0,33859405.0,93560113.0
IV,NỘ PHẢI TRẢ > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,-,-,-,3.671,-,3.671,,,,,,,,3671.0,,3671.0
V,NỘ PHẢI TRẢ > V,V,Phát hành giấy tờ có giá,-,-,-,-,-,-,4.113.965,1.200.000,5.313.965,,,,,,,,4113965.0,1200000.0,5313965.0
VI,NỘ PHẢI TRẢ > VI,VI,Các khoản nợ khác,-,2.804.118,-,-,-,-,-,-,2.804.118,,,2804118.0,,,,,,,2804118.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,2.993.852,15.384.383,7.256.431,12.256.375,14.052.729,23.768.698,35.151.471,110.863.939,,,2993852.0,15384383.0,7256431.0,12256375.0,14052729.0,23768698.0,35151471.0,110863939.0
Mức chênh nhạy cảm với lãi suất nội bảng,NỘ PHẢI TRẢ > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,810.680,1.503.000,35.245,205.568,837.314,447.702,3.200.076,3.089.773,10.129.358,,810680.0,1503000.0,35245.0,205568.0,837314.0,447702.0,3200076.0,3089773.0,10129358.0
