row_label_raw,row_label_full,Khu vực,Cho vay khách hàng và cho vay TCTD khác,Tiền gửi và tiền vay từ khách hàng và các TCTD khác,Các cam kết tín dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Cho vay khách hàng và cho vay TCTD khác,numeric__Tiền gửi và tiền vay từ khách hàng và các TCTD khác,numeric__Các cam kết tín dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Khu vực,Khu vực,Khu vực,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Khu vực > Trong nước,Trong nước,86.514.082,102.646.681,867.559,5.097,20.410.281,86514082.0,102646681.0,867559.0,5097.0,20410281.0
Trong nước,Khu vực > Trong nước,Trong nước,86.514.082,102.646.681,867.559,5.097,20.410.281,86514082.0,102646681.0,867559.0,5097.0,20410281.0
