row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,13.719.510.012.331,18.744.713.575.383,,1.0,,13719510012331.0,18744713575383.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,150.324.493.920,117.534.031.118,,2.0,,150324493920.0,117534031118.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,13.569.185.518.411,18.627.179.544.265,,10.0,27.0,13569185518411.0,18627179544265.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,11.917.438.631.877,10.788.959.662.813,,11.0,27.0,11917438631877.0,10788959662813.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,27,1.651.746.886.534,7.838.219.881.452,,20.0,27.0,1651746886534.0,7838219881452.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,457.576.170.227,365.063.532.585,,21.0,29.0,457576170227.0,365063532585.0
7.,7.,7.,Chi phí tài chính,22,30,71.157.838.669,85.257.284.733,,22.0,30.0,71157838669.0,85257284733.0
,,,- Trong đó: Chi phí lãi vay,23,,50.638.299.383,64.787.709.845,,23.0,,50638299383.0,64787709845.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,,2.664.912.263,2.662.097.523,,24.0,,2664912263.0,2662097523.0
9.,9.,9.,Chi phí bán hàng,25,31,848.444.338.144,977.707.327.576,,25.0,31.0,848444338144.0,977707327576.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,31,502.354.622.004,556.278.720.793,,26.0,31.0,502354622004.0,556278720793.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,690.031.170.207,6.586.702.178.458,,30.0,,690031170207.0,6586702178458.0
12.,12.,12.,Thu nhập khác,31,,11.025.864.376,21.118.924.268,,31.0,,11025864376.0,21118924268.0
13.,13.,13.,Chi phí khác,32,,10.090.505.890,2.239.166.716,,32.0,,10090505890.0,2239166716.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,935.358.486,18.879.757.552,,40.0,,935358486.0,18879757552.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,690.966.528.693,6.605.581.936.010,,50.0,,690966528693.0,6605581936010.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,33.233.788.075,1.129.400.312.150,,51.0,32.0,33233788075.0,1129400312150.0
17.,17.,17.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,32,127.915.820.096,(108.709.662.383),,52.0,32.0,127915820096.0,-108709662383.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,529.816.920.522,5.584.891.286.243,,60.0,,529816920522.0,5584891286243.0
,,,Trong đó:,,,,,,,,,
18.1,18.1,18.1,Lợi nhuận sau thuế của Công ty mẹ,61,,519.466.561.842,5.564.877.377.993,,61.0,,519466561842.0,5564877377993.0
18.2,18.2,18.2,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,10.350.358.680,20.013.908.250,,62.0,,10350358680.0,20013908250.0
