row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,690.966.528.693,6.605.581.936.010,,1.0,690966528693.0,6605581936010.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định và bất động sản đầu tư,02,403.299.073.758,514.801.559.639,,2.0,403299073758.0,514801559639.0
,,,Các khoản dự phòng,03,(364.604.096.606),329.374.106.479,,3.0,-364604096606.0,329374106479.0
,,,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,04,763.978.887,4.492.199.435,,4.0,763978887.0,4492199435.0
,,,Lãi từ hoạt động đầu tư,05,(452.967.211.465),(330.771.138.384),,5.0,-452967211465.0,-330771138384.0
,,,Chi phí lãi vay,06,50.638.299.383,64.787.709.845,,6.0,50638299383.0,64787709845.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trướcthay đổi vốn lưu động,08,328.096.572.650,7.188.266.373.024,,8.0,328096572650.0,7188266373024.0
,,,"Tăng, giảm các khoản phải thu",09,(239.668.055.799),80.003.832.513,,9.0,-239668055799.0,80003832513.0
,,,"Tăng, giảm hàng tồn kho",10,2.089.951.570.430,(1.258.270.907.215),,10.0,2089951570430.0,-1258270907215.0
,,,"Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(551.418.283.375),516.135.552.056,,11.0,-551418283375.0,516135552056.0
,,,"Tăng, giảm chi phí trả trước",12,(29.502.348.922),(21.066.197.693),,12.0,-29502348922.0,-21066197693.0
,,,Tiền lãi vay đã trả,14,(76.374.372.520),(64.435.955.328),,14.0,-76374372520.0,-64435955328.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(344.716.043.525),(1.209.088.866.037),,15.0,-344716043525.0,-1209088866037.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(231.522.416.705),(270.280.230.233),,17.0,-231522416705.0,-270280230233.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,944.846.622.234,4.961.263.601.087,,20.0,944846622234.0,4961263601087.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",21,(240.758.232.062),(77.483.959.653),,21.0,-240758232062.0,-77483959653.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ vàcác tài sản dài hạn khác",22,906.078.161,2.494.306.734,,22.0,906078161.0,2494306734.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ củadơn vị khác",23,(9.615.000.000.000),(11.790.000.000.000),,23.0,-9615000000000.0,-11790000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợcủa đơn vị khác",24,11.110.000.000.000,8.365.000.000.000,,24.0,11110000000000.0,8365000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuậnđược chia",27,420.929.990.034,273.435.614.320,,27.0,420929990034.0,273435614320.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.676.077.836.133,(3.226.554.038.599),,30.0,1676077836133.0,-3226554038599.0
