row_label_raw,row_label_full,Tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Ông Dương Trí Hội,Ông Dương Trí Hội,Ông Dương Trí Hội,Thành viên HĐQT,1.733.053.857,1.740.705.755,,1733053857.0,1740705755.0
Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Thành viên HĐQT,1.642.081.715,1.582.343.345,,1642081715.0,1582343345.0
Ông Hồ Quyết Thắng,Ông Hồ Quyết Thắng,Ông Hồ Quyết Thắng,Thành viên độc lập(bổ nhiệm ngày 27 tháng 6 năm 2023),608.951.838,-,,608951838.0,
Ông Lê Cự Tân,Ông Lê Cự Tân,Ông Lê Cự Tân,Thành viên HĐQT(miễn nhiệm ngày 27 tháng 6 năm 2023)Tổng Giám đốc(miễn nhiệm ngày 27 tháng 10 năm 2023),1.889.993.078,2.003.173.733,,1889993078.0,2003173733.0
Ông Louis T.Nguyen,Ông Louis T.Nguyen,Ông Louis T.Nguyen,Thành viên HĐQT độc lập(miễn nhiệm ngày 27 tháng 6 năm 2023),280.456.480,192.000.000,,280456480.0,192000000.0
Ông Đào Văn Ngọc,Ông Đào Văn Ngọc,Ông Đào Văn Ngọc,Phó Tổng Giám đốc phụ trách Bandaều hành Tổng Công ty (bổ nhiệm ngày 27 tháng 10 năm 2023 và miễn nhiệm ngày 25 tháng 01 năm 2024)Phó Tổng Giám đốc,1.596.384.952,1.598.276.612,,1596384952.0,1598276612.0
Ông Cao Trung Kiên,Ông Cao Trung Kiên,Ông Cao Trung Kiên,Phó Tổng Giám đốc,1.671.906.909,1.632.079.997,,1671906909.0,1632079997.0
Bà Trần Thị Phương Thảo,Bà Trần Thị Phương Thảo,Bà Trần Thị Phương Thảo,Phó Tổng Giám đốc,1.733.053.856,1.740.705.755,,1733053856.0,1740705755.0
Ông Tạ Quang Huy,Ông Tạ Quang Huy,Ông Tạ Quang Huy,Phó Tổng Giám đốc,1.565.965.524,1.447.297.476,,1565965524.0,1447297476.0
Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Phó Tổng Giám đốc (nghỉ hưu theo chế độ ngày 05 tháng 5 năm 2023),1.277.703.858,1.740.705.755,,1277703858.0,1740705755.0
Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Phó Tổng Giám đốc(miễn nhiệm ngày 15 tháng 8 năm 2023),1.433.213.856,1.741.165.755,,1433213856.0,1741165755.0
Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Trường ban Kiểm soát,1.733.053.856,1.740.705.755,,1733053856.0,1740705755.0
Ông Lương Phương,Ông Lương Phương,Ông Lương Phương,Thành viên ban Kiểm soát không chuyên trách,290.961.702,128.000.000,,290961702.0,128000000.0
Bà Trần Thị Phương,Bà Trần Thị Phương,Bà Trần Thị Phương,Thành viên ban Kiểm soát(bổ nhiệm ngày 27 tháng 6 năm 2023),500.179.022,-,,500179022.0,
Ông Lê Vinh Văn,Ông Lê Vinh Văn,Ông Lê Vinh Văn,Thành viên ban Kiểm soát(miễn nhiệm ngày 27 tháng 6 năm 2023),1.085.525.407,1.438.465.302,,1085525407.0,1438465302.0
Ông Võ Ngọc Phương,Ông Võ Ngọc Phương,Ông Võ Ngọc Phương,Kế toán trưởng,1.572.343.719,1.576.923.395,,1572343719.0,1576923395.0
,,,,22.580.855.859,22.040.581.870,,22580855859.0,22040581870.0
