row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,11.545.199.773.844,14.017.438.764.568,,400.0,,11545199773844.0,14017438764568.0
I.,I.,I.,Vốn chủ sở hữu,410,24,11.545.199.773.844,14.017.438.764.568,,410.0,24.0,11545199773844.0,14017438764568.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.914.000.000.000,3.914.000.000.000,,411.0,,3914000000000.0,3914000000000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.914.000.000.000,3.914.000.000.000,,,,3914000000000.0,3914000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,21.179.913.858,21.179.913.858,,412.0,,21179913858.0,21179913858.0
3.,3.,3.,Cổ phiếu quỹ,415,,(2.296.824.120),(2.296.824.120),,415.0,,-2296824120.0,-2296824120.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,4.599.179.502.370,3.497.039.984.859,,418.0,,4599179502370.0,3497039984859.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,2.838.340.934.833,6.401.099.929.390,,421.0,,2838340934833.0,6401099929390.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.435.451.267.470,962.657.286.718,,,,2435451267470.0,962657286718.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,402.889.667.363,5.438.442.642.672,,,,402889667363.0,5438442642672.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,174.796.246.903,186.415.760.581,,429.0,,174796246903.0,186415760581.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,13.309.260.029.583,17.698.795.735.776,,440.0,,13309260029583.0,17698795735776.0
