row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị theo phương pháp vốn chủ sở hữu,Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị theo phương pháp vốn chủ sở hữu,Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị theo phương pháp vốn chủ sở hữu,numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị theo phương pháp vốn chủ sở hữu,numeric__Số đầu năm > VND
Công ty Cổ phầnBao bì Đạm PhúMỹ (i),Công ty Cổ phầnBao bì Đạm PhúMỹ (i),Công ty Cổ phầnBao bì Đạm PhúMỹ (i),18.203.000.000,29.759.983.256,22.571.720.000,18.203.000.000,29.279.430.994,21.843.600.000,18203000000.0,29759983256.0,22571720000.0,18203000000.0,29279430994.0,21843600000.0
Công ty Cổ phầnPhát triển Đô thịDầu khí,Công ty Cổ phầnPhát triển Đô thịDầu khí,Công ty Cổ phầnPhát triển Đô thịDầu khí,562.700.000.000,-,(ii),562.700.000.000,-,(ii),562700000000.0,,,562700000000.0,,
Công ty Cổ phầnHóa đầu và Xơsợi Việt Nam,Công ty Cổ phầnHóa đầu và Xơsợi Việt Nam,Công ty Cổ phầnHóa đầu và Xơsợi Việt Nam,100.000.000.000,-,(ii),100.000.000.000,-,(ii),100000000000.0,,,100000000000.0,,
,,,680.903.000.000,29.759.983.256,22.571.720.000,680.903.000.000,29.279.430.994,21.843.600.000,680903000000.0,29759983256.0,22571720000.0,680903000000.0,29279430994.0,21843600000.0
