row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,,
"Kumsung Enc Co., Ltd","a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Kumsung Enc Co., Ltd","Kumsung Enc Co., Ltd",50.007.500.000,-,50007500000.0,
Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,46.222.847.421,59.139.170.671,46222847421.0,59139170671.0
Công ty TNHH VTNN Hưng Thạnh,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH VTNN Hưng Thạnh,Công ty TNHH VTNN Hưng Thạnh,40.658.619.230,1.308.220.000,40658619230.0,1308220000.0
Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,31.999.880.000,24.957.337.700,31999880000.0,24957337700.0
Công ty TNHH Thương mại Dịch vụ Minh Khoa,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH Thương mại Dịch vụ Minh Khoa,Công ty TNHH Thương mại Dịch vụ Minh Khoa,31.587.378.570,3.678.000.000,31587378570.0,3678000000.0
Các khách hàng khác,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Các khách hàng khác,Các khách hàng khác,204.856.281.335,110.059.918.451,204856281335.0,110059918451.0
,,,405.332.506.556,199.142.646.822,405332506556.0,199142646822.0
b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),26.918.973.010,35.514.830.917,26918973010.0,35514830917.0
b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chi tiết tại Thuyết minh số 35),26.918.973.010,35.514.830.917,26918973010.0,35514830917.0
Tổng cộng,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Tổng cộng,Tổng cộng,432.251.479.566,234.657.477.739,432251479566.0,234657477739.0
