row_label_raw,row_label_full,Ông Trần Xuân Ngọc,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Huy Đức,Ông Nguyễn Huy Đức,Ông Nguyễn Huy Đức,Giám đốc Tài chính,bổ nhiệm ngày 4 tháng 4 năm 2022,,
Ông Châu Quang Phúc,Ông Châu Quang Phúc,Ông Châu Quang Phúc,Giám đốc Tài chính,từ nhiệm ngày 4 tháng 4 năm 2022,,
