row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngắn hạn từ ngân hàng (TM số 19.2),Ngắn hạn > Vay ngắn hạn từ ngân hàng (TM số 19.2),Vay ngắn hạn từ ngân hàng (TM số 19.2),478.357.111.607,479.809.079.952,478357111607.0,479809079952.0
Trái phiếu dài hạn đến hạn trả (TM số 19.4),Ngắn hạn > Trái phiếu dài hạn đến hạn trả (TM số 19.4),Trái phiếu dài hạn đến hạn trả (TM số 19.4),449.288.518.327,-,449288518327.0,
Vay ngắn hạn từ bên liên quan (TM số 19.1 và 28),Ngắn hạn > Vay ngắn hạn từ bên liên quan (TM số 19.1 và 28),Vay ngắn hạn từ bên liên quan (TM số 19.1 và 28),332.000.000.000,683.020.552.171,332000000000.0,683020552171.0
Vay đến hạn trả từ bên liên quan (TM số 19.3),Ngắn hạn > Vay đến hạn trả từ bên liên quan (TM số 19.3),Vay đến hạn trả từ bên liên quan (TM số 19.3),321.542.091.910,-,321542091910.0,
Vay dài hạn đến hạn trả từ ngân hàng,Ngắn hạn > Vay dài hạn đến hạn trả từ ngân hàng,Vay dài hạn đến hạn trả từ ngân hàng,-,23.692.091.430,,23692091430.0
,,,1.581.187.721.844,1.186.521.723.553,1581187721844.0,1186521723553.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Trái phiếu (TM số 19.4),Dài hạn > Trái phiếu (TM số 19.4),Trái phiếu (TM số 19.4),2.564.587.396.012,2.016.669.304.318,2564587396012.0,2016669304318.0
Vay từ bên liên quan (TM số 19.3),Dài hạn > Vay từ bên liên quan (TM số 19.3),Vay từ bên liên quan (TM số 19.3),34.020.552.171,397.242.091.910,34020552171.0,397242091910.0
Vay dài hạn từ ngân hàng,Dài hạn > Vay dài hạn từ ngân hàng,Vay dài hạn từ ngân hàng,-,15.794.727.621,,15794727621.0
,,,2.598.607.948.183,2.429.706.123.849,2598607948183.0,2429706123849.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.179.795.670.027,3.616.227.847.402,4179795670027.0,3616227847402.0
