row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nôi dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Môi quan hệ,numeric__Nôi dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Kikyo Valora,Kikyo Valora,Kikyo Valora,Công ty con,Phải trả lãi vayVay vốn,6.083.333.334-,3.550.000.000100.000.000.000,,,,3.5500000001e+21
Nam Viên,Nam Viên,Nam Viên,Công ty con,Chi phí dịch vụthiết kế,2.708.719.182,-,,,2708719182.0,
Vân tảiNam Long,Vân tảiNam Long,Vân tảiNam Long,Công ty con,Chi phí thuê xeLãi vayThanh lý tài sản,2.473.727.767761.609.590-,574.505.453912.500.0005.439.206.771,,,,5.745054539125e+27
