row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,220.559.000.000,119.811.986.500,220559000000.0,119811986500.0
Tạm ứng vốn góp,Ngắn hạn > Tạm ứng vốn góp,Tạm ứng vốn góp,90.000.000.000,-,90000000000.0,
Phải thu cổ tức,Ngắn hạn > Phải thu cổ tức,Phải thu cổ tức,79.912.971.233,152.734.341.096,79912971233.0,152734341096.0
Tạm ứng lương cho nhân viên,Ngắn hạn > Tạm ứng lương cho nhân viên,Tạm ứng lương cho nhân viên,18.534.754.885,-,18534754885.0,
Tạm ứng khác cho nhân viên,Ngắn hạn > Tạm ứng khác cho nhân viên,Tạm ứng khác cho nhân viên,8.807.987.922,13.003.291.359,8807987922.0,13003291359.0
"Phải thu từ hợp đồng hợp tác kinh doanh(""HĐHTKD"") (i)","Ngắn hạn > Phải thu từ hợp đồng hợp tác kinh doanh(""HĐHTKD"") (i)","Phải thu từ hợp đồng hợp tác kinh doanh(""HĐHTKD"") (i)",4.522.954.938,4.522.954.938,4522954938.0,4522954938.0
Trả trước thuế thu nhập doanh nghiệp theotiền độ thanh toán của khách hàng,Ngắn hạn > Trả trước thuế thu nhập doanh nghiệp theotiền độ thanh toán của khách hàng,Trả trước thuế thu nhập doanh nghiệp theotiền độ thanh toán của khách hàng,-,27.348.561.045,,27348561045.0
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,-,9.888.519.437,,9888519437.0
Khác,Ngắn hạn > Khác,Khác,3.087.839.318,2.044.237.989,3087839318.0,2044237989.0
,,,425.425.508.296,329.353.892.364,425425508296.0,329353892364.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",9.333.129.994,8.780.985.842,9333129994.0,8780985842.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,434.758.638.290,338.134.878.206,434758638290.0,338134878206.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác các bên khác,Trong đó: > Phải thu khác các bên khác,Phải thu khác các bên khác,256.962.868.451,174.307.213.143,256962868451.0,174307213143.0
Phải thu khác các bên liên quan (TM số 28),Phải thu khác các bên liên quan (TM số 28),Phải thu khác các bên liên quan (TM số 28),,,,
- Ngắn hạn,Phải thu khác các bên liên quan (TM số 28) > - Ngắn hạn,- Ngắn hạn,171.832.971.233,160.672.694.977,171832971233.0,160672694977.0
- Dài hạn,Phải thu khác các bên liên quan (TM số 28) > - Dài hạn,- Dài hạn,5.962.798.606,3.154.970.086,5962798606.0,3154970086.0
