row_label_raw,row_label_full,Paragon,Công ty liên doanh,Tam ứng vốn gópThu nhập lãi vay,90.000.000.000,-5.826.520.548,numeric__Công ty liên doanh,numeric__Tam ứng vốn gópThu nhập lãi vay,numeric__90.000.000.000,numeric__-5.826.520.548
Southgate,Southgate,Southgate,Công ty con,Thu nhập cổ tức,56.385.171.233,143.385.171.233,,,56385171233.0,143385171233.0
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Công ty con,Thu nhập cổ tức,23.200.000.000,5.021.369.863,,,23200000000.0,5021369863.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Thu hồi vốn gópHĐHTKD,1.920.000.000,1.920.000.000,,,1920000000.0,1920000000.0
Mizuki,Mizuki,Mizuki,Công ty liên doanh,Thu nhập cổ tức,-,4.000.000.000,,,,4000000000.0
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Phải thu khác,327.800.000,519.633.333,,,327800000.0,519633333.0
,,,,,171.832.971.233,160.672.694.977,,,171832971233.0,160672694977.0
