row_label_raw,row_label_full,col_0,CHÍ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.534.855.714.531,1.481.432.413.743,,1.0,1534855714531.0,1481432413743.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định và bất động sản đầu tư,02,984.136.942.269,899.701.430.728,,2.0,984136942269.0,899701430728.0
2.,2. > 2.,2.,Các khoản dự phòng,03,252.779.192.305,62.426.803.278,,3.0,252779192305.0,62426803278.0
2.,2. > 2.,2.,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(2.112.831.637),1.632.866.385,,4.0,-2112831637.0,1632866385.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(338.326.385.177),(166.180.217.582),,5.0,-338326385177.0,-166180217582.0
2.,2. > 2.,2.,Chi phí lãi vay,06,3.824.707.552,9.292.013.270,,6.0,3824707552.0,9292013270.0
2.,2. > 2.,2.,Các khoản điều chỉnh khác,07,(46.753.250.684),40.000.000.000,,7.0,-46753250684.0,40000000000.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,2.388.404.089.159,2.328.305.309.822,,8.0,2388404089159.0,2328305309822.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(1.038.563.546.218),46.229.720.733,,9.0,-1038563546218.0,46229720733.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,682.864.580.677,57.694.690.504,,10.0,682864580677.0,57694690504.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,257.752.894.476,976.137.681.864,,11.0,257752894476.0,976137681864.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,(105.655.545.360),27.772.074.875,,12.0,-105655545360.0,27772074875.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(3.917.216.827),(9.397.487.973),,14.0,-3917216827.0,-9397487973.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(247.107.844.100),(321.705.625.840),,15.0,-247107844100.0,-321705625840.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(99.249.130.745),(111.140.451.155),,17.0,-99249130745.0,-111140451155.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.834.528.281.062,2.993.895.912.830,,20.0,1834528281062.0,2993895912830.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(1.517.948.229.943),(1.823.740.298.893),,21.0,-1517948229943.0,-1823740298893.0
2.,II. > 2.,2.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(6.052.588.389),(32.585.000.000),,23.0,-6052588389.0,-32585000000.0
3.,II. > 3.,3.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,8.500.000.000,32.000.000.000,,24.0,8500000000.0,32000000000.0
4.,II. > 4.,4.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(2.112.082.647.568),(49.171.024.874),,25.0,-2112082647568.0,-49171024874.0
5.,II. > 5.,5.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,170.648.352.100,-,,26.0,170648352100.0,
6.,II. > 6.,6.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,263.372.328.526,167.136.659.919,,27.0,263372328526.0,167136659919.0
6.,II. > 6.,6.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.193.562.785.274),(1.706.359.663.848),,30.0,-3193562785274.0,-1706359663848.0
