row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,33,4.436.941.377.395,3.949.559.839.100,,1.0,33.0,4436941377395.0,3949559839100.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,33,29.957.879.285,14.132.280.984,,2.0,33.0,29957879285.0,14132280984.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,33,4.406.983.498.110,3.935.427.558.116,,10.0,33.0,4406983498110.0,3935427558116.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,34,2.300.272.891.385,2.051.870.812.658,,11.0,34.0,2300272891385.0,2051870812658.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.106.710.606.725,1.883.556.745.458,,20.0,,2106710606725.0,1883556745458.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,36,344.861.581.401,167.778.181.732,,21.0,36.0,344861581401.0,167778181732.0
7.,7.,7.,Chi phí tài chính,22,37,492.472.512.326,103.693.734.468,,22.0,37.0,492472512326.0,103693734468.0
,,,- Trong đó: Chi phí lãi vay,23,,3.824.707.552,9.292.013.270,,23.0,,3824707552.0,9292013270.0
8.,8.,8.,Chi phí bán hàng,25,38,137.307.300.387,155.573.531.457,,25.0,38.0,137307300387.0,155573531457.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,38,366.914.681.705,378.568.874.726,,26.0,38.0,366914681705.0,378568874726.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.454.877.693.708,1.413.498.786.539,,30.0,,1454877693708.0,1413498786539.0
11.,11.,11.,Thu nhập khác,31,39,102.474.053.540,81.314.539.784,,31.0,39.0,102474053540.0,81314539784.0
12.,12.,12.,Chi phí khác,32,,22.496.032.717,13.380.912.580,,32.0,,22496032717.0,13380912580.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,79.978.020.823,67.933.627.204,,40.0,,79978020823.0,67933627204.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.534.855.714.531,1.481.432.413.743,,50.0,,1534855714531.0,1481432413743.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,40,297.468.660.768,286.274.396.739,,51.0,40.0,297468660768.0,286274396739.0
16.,16.,16.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,18,(309.600.300),2.278.926.129,,52.0,18.0,-309600300.0,2278926129.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.237.696.654.063,1.192.879.090.875,,60.0,,1237696654063.0,1192879090875.0
