row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",45.029.380.779,(13.893.515.158),94.127.379.866,(14.908.344.799),45029380779.0,-13893515158.0,94127379866.0,-14908344799.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",4.048.843.920,(1.859.775.458),8.645.368.867,-,4048843920.0,-1859775458.0,8645368867.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",1.432.822.693.003,-,1.782.665.452.192,-,1432822693003.0,,1782665452192.0,
Trong đó:,Trong đó:,Trong đó:,,,,,,,,
"- Kính, sử, sen vòi, khác","Trong đó: > - Kính, sử, sen vòi, khác","- Kính, sử, sen vòi, khác",29.000.000,-,10.836.042.940,-,29000000.0,,10836042940.0,
"- Bất động sản, xây dựng (i)","Trong đó: > - Bất động sản, xây dựng (i)","- Bất động sản, xây dựng (i)",1.432.793.693.003,-,1.771.829.409.252,-,1432793693003.0,,1771829409252.0,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,199.111.338.028,(19.636.346.646),512.924.519.454,(16.692.620.026),199111338028.0,-19636346646.0,512924519454.0,-16692620026.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,
"- Kính, sử, sen vòi, khác","Trong đó: > - Kính, sử, sen vòi, khác","- Kính, sử, sen vòi, khác",195.492.308.399,(19.636.346.646),504.424.751.249,(16.692.620.026),195492308399.0,-19636346646.0,504424751249.0,-16692620026.0
"- Bất động sản, xây dựng","Trong đó: > - Bất động sản, xây dựng","- Bất động sản, xây dựng",3.619.029.629,-,8.499.768.205,-,3619029629.0,,8499768205.0,
Hàng hoá,Trong đó: > Hàng hoá,Hàng hoá,564.637.399,(532.996.245),10.711.991.088,(533.594.261),564637399.0,-532996245.0,10711991088.0,-533594261.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,
"- Kính, sử, sen vòi, khác","Trong đó: > - Kính, sử, sen vòi, khác","- Kính, sử, sen vòi, khác",564.637.399,(532.996.245),10.711.991.088,(533.594.261),564637399.0,-532996245.0,10711991088.0,-533594261.0
Hàng gửi bán,Trong đó: > Hàng gửi bán,Hàng gửi bán,-,-,48.359.775,-,,,48359775.0,
,,,1.681.576.893.129,(35.922.633.507),2.409.123.071.242,(32.134.559.086),1681576893129.0,-35922633507.0,2409123071242.0,-32134559086.0
