row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,3.195.879.673.208,4.953.564.642.139,,100.0,,3195879673208.0,4953564642139.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,401.892.452.415,1.616.691.651.304,,110.0,5.0,401892452415.0,1616691651304.0
1.,1.,1.,Tiền,111,,344.287.377.738,411.157.285.690,,111.0,,344287377738.0,411157285690.0
2.,2.,2.,Các khoản tương đương tiền,112,,57.605.074.677,1.205.534.365.614,,112.0,,57605074677.0,1205534365614.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,3.137.588.389,5.585.000.000,,120.0,,3137588389.0,5585000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,6,3.137.588.389,5.585.000.000,,123.0,6.0,3137588389.0,5585000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,887.621.830.261,616.250.616.341,,130.0,,887621830261.0,616250616341.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,359.617.365.461,431.253.114.454,,131.0,7.0,359617365461.0,431253114454.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,207.089.177.145,100.654.475.130,,132.0,8.0,207089177145.0,100654475130.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,501.796.281.863,215.426.482.627,,136.0,9.0,501796281863.0,215426482627.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(180.880.994.208),(131.083.455.870),,137.0,10.0,-180880994208.0,-131083455870.0
IV.,IV.,IV.,Hàng tồn kho,140,11,1.645.654.259.622,2.376.988.512.156,,140.0,11.0,1645654259622.0,2376988512156.0
1.,1.,1.,Hàng tồn kho,141,,1.681.576.893.129,2.409.123.071.242,,141.0,,1681576893129.0,2409123071242.0
2.,2.,2.,Dự phòng giám giá hàng tồn kho,149,,(35.922.633.507),(32.134.559.086),,149.0,,-35922633507.0,-32134559086.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,257.573.542.521,338.048.862.338,,150.0,,257573542521.0,338048862338.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,17,1.244.077.200,10.685.791.480,,151.0,17.0,1244077200.0,10685791480.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,247.656.722.408,313.855.075.222,,152.0,,247656722408.0,313855075222.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,22,8.672.742.913,13.507.995.636,,153.0,22.0,8672742913.0,13507995636.0
