row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,8.159.139.726.348,7.962.858.737.461,,400.0,,8159139726348.0,7962858737461.0
I.,I.,I.,Vốn chủ sở hữu,410,30,8.127.400.240.720,7.928.084.134.533,,410.0,30.0,8127400240720.0,7928084134533.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.483.500.000.000,4.483.500.000.000,,411.0,,4483500000000.0,4483500000000.0
1.,1.,1.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,4.483.500.000.000,4.483.500.000.000,,,,4483500000000.0,4483500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,931.212.247.586,931.212.247.586,,412.0,,931212247586.0,931212247586.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,1.474.991.339.071,1.320.492.796.072,,418.0,,1474991339071.0,1320492796072.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,1.237.696.654.063,1.192.879.090.875,,421.0,,1237696654063.0,1192879090875.0
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.237.696.654.063,1.192.879.090.875,,,,1237696654063.0,1192879090875.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,31.739.485.628,34.774.602.928,,430.0,,31739485628.0,34774602928.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,31,31.739.485.628,34.774.602.928,,432.0,31.0,31739485628.0,34774602928.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,16.577.031.039.828,16.746.390.657.755,,440.0,,16577031039828.0,16746390657755.0
