row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,,VND,VND,,,
Doanh thu,Doanh thu,Doanh thu,,53.546.193.293,104.871.282.406,,53546193293.0,104871282406.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con,24.676.855.520,52.090.642.420,,24676855520.0,52090642420.0
Công ty Cổ phần Thùy điện Trung Thu,Công ty Cổ phần Thùy điện Trung Thu,Công ty Cổ phần Thùy điện Trung Thu,Công ty con,4.306.150.213,9.258.114.757,,4306150213.0,9258114757.0
Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty con,1.473.670.152,1.071.537.421,,1473670152.0,1071537421.0
Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty con,753.691.784,1.919.781.079,,753691784.0,1919781079.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty con,1.164.274.702,2.498.515.893,,1164274702.0,2498515893.0
Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty con,527.190.711,4.422.093.144,,527190711.0,4422093144.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty con,1.705.743.428,5.508.398.518,,1705743428.0,5508398518.0
Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty con,200.888.184,848.363.085,,200888184.0,848363085.0
Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty con,742.380.684,868.139.270,,742380684.0,868139270.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty con,172.036.960,346.047.285,,172036960.0,346047285.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty con,149.537.440,425.437.234,,149537440.0,425437234.0
Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty con,61.894.273,-,,61894273.0,
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,17.611.879.242,25.614.212.300,,17611879242.0,25614212300.0
Mua hàng,Mua hàng,Mua hàng,,778.303.606.814,936.852.058.046,,778303606814.0,936852058046.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty con,289.846.904.199,352.316.297.595,,289846904199.0,352316297595.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con,111.577.461.706,205.219.513.964,,111577461706.0,205219513964.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty con,87.309.182.397,63.086.231.169,,87309182397.0,63086231169.0
Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty con,84.355.085.377,86.246.151.862,,84355085377.0,86246151862.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty TNHH MTV Xây lắp điện 1 - Hà Đông,Công ty con,57.102.296.003,67.494.898.713,,57102296003.0,67494898713.0
Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty TNHH MTV Xây lắp điện 1 - Từ Liêm,Công ty con,70.731.151.102,56.409.451.928,,70731151102.0,56409451928.0
Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty con,22.441.230.187,56.763.784.461,,22441230187.0,56763784461.0
Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty con,24.407.279.847,40.415.394.720,,24407279847.0,40415394720.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty con,22.915.548.960,8.130.657.384,,22915548960.0,8130657384.0
Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty Cổ phần Lắp máy Công nghiệp Việt Nam,Công ty con,7.281.144.309,-,,7281144309.0,
Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty con,336.322.727,769.676.250,,336322727.0,769676250.0
