row_label_raw,row_label_full,Tên công ty liên kết,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,Cao Bằng,"25,09%","25,09%","Khai thác, chế biến và kinh doanh các loại khoáng sản",,0.2509,0.2509,
- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"28,76%","28,76%","Thăm dò khoáng sản, khai thác khoáng sản; Khai thác quặng sắt, Bán buôn kim loại và quặng kim loại",,0.2876,0.2876,
"Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng","Lí do thay đổi đối với từng khoản đầu tư vào công ty liên doanh, liên kết:Góp vốn bổ sung bằng tiền vào Công ty Cổ phần Khoáng sản Tấn Phát theo cam kết góp:- Về số lượng: 1.104.000 cổ phần- Về giá trị: 11.040.000.000 đồngChuyển nhượng một phần vốn tại Công ty Cổ phần Khoáng sản Tấn Phát- Về số lượng: 1.962.400 cổ phần- Về giá trị: 19.624.000.000 đồng",,,,
