row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.333.613.728.947,1.393.770.435.319,,,1333613728947.0,1393770435319.0
310,310,310,I. Nợ ngắn hạn,,794.389.559.284,1.087.380.785.185,,,794389559284.0,1087380785185.0
311,311,311,1. Phải trả người bán ngắn hạn,15,600.714.761.506,407.842.814.401,,15.0,600714761506.0,407842814401.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,54.651.824.784,376.148.767.898,,16.0,54651824784.0,376148767898.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,31.803.437.509,70.965.149.751,,17.0,31803437509.0,70965149751.0
314,314,314,4. Phải trả người lao động,,15.299.276.101,33.417.799.023,,,15299276101.0,33417799023.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,15.871.350.743,80.920.634.183,,18.0,15871350743.0,80920634183.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,418.714.758,378.911.943,,20.0,418714758.0,378911943.0
319,319,319,7. Phải trả ngắn hạn khác,19,20.853.545.652,25.844.030.875,,19.0,20853545652.0,25844030875.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,14,5.500.000.000,15.000.000.000,,14.0,5500000000.0,15000000000.0
321,321,321,9. Dự phòng phải trả ngắn hạn,21,31.580.015.377,67.383.243.757,,21.0,31580015377.0,67383243757.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,17.696.632.854,9.479.433.354,,,17696632854.0,9479433354.0
330,330,330,II. Nợ dài hạn,,539.224.169.663,306.389.650.134,,,539224169663.0,306389650134.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,14,462.386.687.015,197.011.841.573,,14.0,462386687015.0,197011841573.0
342,342,342,2. Dự phòng phải trả dài hạn,21,76.837.482.648,109.377.808.561,,21.0,76837482648.0,109377808561.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.847.344.040.383,1.161.596.906.573,,,1847344040383.0,1161596906573.0
410,410,410,I. Vốn chủ sở hữu,22,1.847.344.040.383,1.161.596.906.573,,22.0,1847344040383.0,1161596906573.0
411,411,411,1. Vốn góp của chủ sở hữu,,752.629.140.000,341.694.850.000,,,752629140000.0,341694850000.0
412,412,412,2. Thặng dư vốn cổ phần,,369.631.183.318,105.674.669.318,,,369631183318.0,105674669318.0
415,415,415,3. Cổ phiếu quỹ,,(4.320.000),(4.320.000),,,-4320000.0,-4320000.0
418,418,418,4. Quỹ đầu tư phát triển,,47.786.852.606,39.244.481.356,,,47786852606.0,39244481356.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,13.408.625.009,9.137.439.384,,,13408625009.0,9137439384.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,663.892.559.450,665.849.786.515,,,663892559450.0,665849786515.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,346.658.274.140,474.028.437.205,,,346658274140.0,474028437205.0
421b,421b,421b,LNST chưa phân phối năm nay,,317.234.285.310,191.821.349.310,,,317234285310.0,191821349310.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,3.180.957.769.330,2.555.367.341.892,,,3180957769330.0,2555367341892.0
