row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
,,,,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,5.637.410.501,7.269.053.000,,5637410501.0,7269053000.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,5.637.410.501,7.269.053.000,,5637410501.0,7269053000.0
,,,Mối quan hệ,31/12/2016,01/01/2016,,,
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,27.985.638.471,995.990.483,,27985638471.0,995990483.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty con,241.775.571,465.900.427,,241775571.0,465900427.0
Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty con,-,130.090.056,,,130090056.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty con,-,400.000.000,,,400000000.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con,27.743.862.900,-,,27743862900.0,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,48.068.051.680,6.795.715.989,,48068051680.0,6795715989.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty con,-,6.412.781.110,,,6412781110.0
Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty TNHH MTV Xây lắp điện 1 - Nàng Hương,Công ty con,295.515.186,382.934.879,,295515186.0,382934879.0
Công ty Cổ Phần Cơ khí Ô tô Hòa Bình,Công ty Cổ Phần Cơ khí Ô tô Hòa Bình,Công ty Cổ Phần Cơ khí Ô tô Hòa Bình,Công ty con,81.462.148,-,,81462148.0,
Công ty Cổ phần Đầu tư Địa óc Mỹ Đình,Công ty Cổ phần Đầu tư Địa óc Mỹ Đình,Công ty Cổ phần Đầu tư Địa óc Mỹ Đình,Công ty con,45.000.000.000,-,,45000000000.0,
Công ty Cổ phần Thủy điện Bảo Lâm,Công ty Cổ phần Thủy điện Bảo Lâm,Công ty Cổ phần Thủy điện Bảo Lâm,Công ty con,2.691.074.346,-,,2691074346.0,
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,183.129.011.225,181.307.688.450,,183129011225.0,181307688450.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp điện 1 - Miền Nam,Công ty con,56.682.369.738,44.257.687.138,,56682369738.0,44257687138.0
Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty TNHH MTV Xây lắp điện 1 - Hà Nội,Công ty con,6.387.334.979,-,,6387334979.0,
Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp điện 1 - Đại Mỗ,Công ty con,11.024.822.519,10.604.400.236,,11024822519.0,10604400236.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con,2.330.249.046,57.079.978.726,,2330249046.0,57079978726.0
Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp điện 1 - Mỹ Đình,Công ty con,10.285.777.551,10.675.337.515,,10285777551.0,10675337515.0
Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp điện 1 - Hoàng Mai,Công ty con,7.129.228.713,13.590.905.781,,7129228713.0,13590905781.0
Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp điện 1 - Miền Bắc,Công ty con,30.245.137.234,9.724.242.891,,30245137234.0,9724242891.0
