row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,379.550.191.700,243.952.558.208,,,379550191700.0,243952558208.0
01,01,01,2. Điều chính cho các khoản,,,,,,,
02,01 > 02,02,- Khấu hao tài sản cố định và bắt động sản đầu tư,,15.132.889.411,13.285.022.030,,,15132889411.0,13285022030.0
03,01 > 03,03,- Các khoản dự phòng,,(2.720.454.886),57.417.521.552,,,-2720454886.0,57417521552.0
04,01 > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(5.193.887),-,,,-5193887.0,
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(89.502.602.777),(19.392.827.093),,,-89502602777.0,-19392827093.0
06,01 > 06,06,- Chi phí lãi vay,,8.462.143.804,2.713.773.911,,,8462143804.0,2713773911.0
08,01 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,310.916.973.365,297.976.048.608,,,310916973365.0,297976048608.0
09,01 > 09,09,"- Tăng, giảm các khoản phải thu",,8.956.738.569,(397.834.685.165),,,8956738569.0,-397834685165.0
10,01 > 10,10,"- Tăng, giảm hàng tồn kho",,231.996.416.243,16.934.728.172,,,231996416243.0,16934728172.0
11,01 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(471.568.008.866),298.081.179.468,,,-471568008866.0,298081179468.0
12,01 > 12,12,"- Tăng, giảm chi phí trả trước",,(30.488.266),(1.534.376.542),,,-30488266.0,-1534376542.0
14,01 > 14,14,- Tiền lãi vay đã trả,,(8.462.143.804),(2.713.773.911),,,-8462143804.0,-2713773911.0
15,01 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(61.716.600.219),(64.527.185.702),,,-61716600219.0,-64527185702.0
16,01 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,6.391.053.812,1.815.760.053,,,6391053812.0,1815760053.0
17,01 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(2.848.261.193),(2.358.400.000),,,-2848261193.0,-2358400000.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,13.635.679.641,145.839.294.981,,,13635679641.0,145839294981.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(555.319.526.713),(339.353.911.750),,,-555319526713.0,-339353911750.0
22,01 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,238.181.818,2.895.829.633,,,238181818.0,2895829633.0
23,01 > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(20.000.000.000),-,,,-20000000000.0,
25,01 > 25,25,4. Tiền chi đầu tư góp vốn vào đơn vị khác,,(225.206.818.217),(220.733.776.000),,,-225206818217.0,-220733776000.0
26,01 > 26,26,5. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,100.000.000,1.838.383.000,,,100000000.0,1838383000.0
27,01 > 27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,62.249.772.971,16.399.833.934,,,62249772971.0,16399833934.0
30,01 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(737.938.390.141),(538.953.641.183),,,-737938390141.0,-538953641183.0
