row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2015,Năm 2014,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.17,2.751.283.794.960,2.454.329.075.929,,2751283794960.0,2454329075929.0
2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,VI.18,1.988.405.153.595,1.853.847.246.628,,1988405153595.0,1853847246628.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,762.878.641.365,600.481.829.301,,762878641365.0,600481829301.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,29.534.912.334,16.126.211.400,,29534912334.0,16126211400.0
4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,,25.910.896.443,22.657.975.470,,25910896443.0,22657975470.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.19,3.624.015.891,(6.531.764.070),,3624015891.0,-6531764070.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,VI.20,(15.505.847.370),(766.968.029),,-15505847370.0,-766968029.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.21,20.037.209.160,72.780.217.110,,20037209160.0,72780217110.0
5. Thu nhập từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,23.152.357.002,1.297.362.685,,23152357002.0,1297362685.0
6. Chi phí hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 6. Chi phí hoạt động khác,6. Chi phí hoạt động khác,,30.404.001.450,7.222.310.754,,30404001450.0,7222310754.0
VI. Lãi/lỗ thuần từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.22,(7.251.644.448),(5.924.948.069),,-7251644448.0,-5924948069.0
"VII. Thu nhập từ góp vốn, mua cổ phần","IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",VI.23,2.875.000.000,3.540.000.000,,2875000000.0,3540000000.0
VIII. Chi phí hoạt động,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VIII. Chi phí hoạt động,VIII. Chi phí hoạt động,VI.24,655.265.159.274,604.430.687.530,,655265159274.0,604430687530.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,111.392.215.324,59.147.678.713,,111392215324.0,59147678713.0
X. Chi phí dự phòng rủi ro tín dụng,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > X. Chi phí dự phòng rủi ro tín dụng,X. Chi phí dự phòng rủi ro tín dụng,,31.516.394.572,(10.251.910.918),,31516394572.0,-10251910918.0
X.2 Các khoản xử lý theo đề án tái cấu trúc NH,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > X.2 Các khoản xử lý theo đề án tái cấu trúc NH,X.2 Các khoản xử lý theo đề án tái cấu trúc NH,,72.403.000.000,59.648.986.712,,72403000000.0,59648986712.0
XI. Tổng lợi nhuận trước thuế,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > XI. Tổng lợi nhuận trước thuế,XI. Tổng lợi nhuận trước thuế,,7.472.820.752,9.750.602.919,,7472820752.0,9750602919.0
7. Chi phí thuế TNDN hiện hành,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 7. Chi phí thuế TNDN hiện hành,7. Chi phí thuế TNDN hiện hành,,982.659.117,1.616.336.124,,982659117.0,1616336124.0
8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,,-,-,,,
XII. Chi phí thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XII. Chi phí thuế Thu nhập doanh nghiệp,XII. Chi phí thuế Thu nhập doanh nghiệp,VI.25,982.659.117,1.616.336.124,,982659117.0,1616336124.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,6.490.161.635,8.134.266.795,,6490161635.0,8134266795.0
XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,,-,-,,,
XV. Lãi cơ bản trên cổ phiếu,XIV. Lợi ích của cổ đông thiểu số > XV. Lãi cơ bản trên cổ phiếu,XV. Lãi cơ bản trên cổ phiếu,VI.16.2,22,27,,22.0,27.0
