row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,139.437,41.222,51.040,38.180,2.786,272.666,139437.0,41222.0,51040.0,38180.0,2786.0,272666.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,1.228,23.289,3.771,1.814,-,30.102,1228.0,23289.0,3771.0,1814.0,,30102.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(2),(295),(1.174),(221),-,(1.691),-2.0,-295.0,-1174.0,-221.0,,-1691.0
- Giám theo TT45,- Giám theo TT45,- Giám theo TT45,,,,,,-,,,,,,
Số dư cuối năm,- Giám theo TT45 > Số dư cuối năm,Số dư cuối năm,140.663,64.217,51.082,37.038,2.578,295.579,140663.0,64217.0,51082.0,37038.0,2578.0,295579.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,869,16.111,20.220,22.824,1.561,61.585,869.0,16111.0,20220.0,22824.0,1561.0,61585.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,3.584,3.890,8.310,3.580,314,19.677,3584.0,3890.0,8310.0,3580.0,314.0,19677.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(704),(137),-,(841),,,-704.0,-137.0,,-841.0
- Giám theo TT45,- Giám theo TT45,- Giám theo TT45,,,,,,-,,,,,,
Số dư cuối năm,- Giám theo TT45 > Số dư cuối năm,Số dư cuối năm,4.452,20.001,25.814,24.517,1.707,76.491,4452.0,20001.0,25814.0,24517.0,1707.0,76491.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,138.569,25.112,30.820,15.355,1.225,211.081,138569.0,25112.0,30820.0,15355.0,1225.0,211081.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,136.211,44.216,25.268,12.521,871,219.088,136211.0,44216.0,25268.0,12521.0,871.0,219088.0
