row_label_raw,row_label_full,Chi phí từ hoạt động dịch vụ,25.910.896.443,22.657.975.470,numeric__25.910.896.443,numeric__22.657.975.470
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,4.147.301.869,3.084.917.889,4147301869.0,3084917889.0
Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,Chi về dịch vụ ngân quỹ,3.171.473.133,3.220.652.896,3171473133.0,3220652896.0
Chi khác về dịch vụ,Chi khác về dịch vụ,Chi khác về dịch vụ,18.592.121.441,16.352.404.685,18592121441.0,16352404685.0
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,3.624.015.891,(6.531.764.070),3624015891.0,-6531764070.0
