row_label_raw,row_label_full,Chủng chỉ tiền gửi thời hạn dưới 12 tháng,31/12/2015 > 200.097.000.000,01/01/2015 > -,numeric__31/12/2015 > 200.097.000.000,numeric__01/01/2015 > -
- Bằng VND,- Bằng VND,- Bằng VND,200.097.000.000,-,200097000000.0,
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,,-,,
Tổng cộng,- Bằng ngoại hối > Tổng cộng,Tổng cộng,200.097.000.000,-,200097000000.0,
