row_label_raw,row_label_full,"1. Tiền mặt, vàng bạc, đá quý",31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
Tiền mặt bằng VND,Tiền mặt bằng VND,Tiền mặt bằng VND,216.819.681.835,173.861.751.223,216819681835.0,173861751223.0
Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,64.267.339.650,45.117.963.832,64267339650.0,45117963832.0
"Kim loại quý, đá quý khác","Kim loại quý, đá quý khác","Kim loại quý, đá quý khác",4.625.276.000,1.418.310.000,4625276000.0,1418310000.0
Tổng cộng,Tổng cộng,Tổng cộng,285.712.297.485,220.398.025.055,285712297485.0,220398025055.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,31/12/2015,01/01/2015,,
Tiền gửi thanh toán tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước > Tiền gửi thanh toán tại Ngân hàng Nhà nước,Tiền gửi thanh toán tại Ngân hàng Nhà nước,1.812.435.183.917,840.907.145.366,1812435183917.0,840907145366.0
Bằng VND,2. Tiền gửi tại Ngân hàng Nhà nước > Bằng VND,Bằng VND,1.552.442.065.838,576.831.208.311,1552442065838.0,576831208311.0
Bằng ngoại tệ,2. Tiền gửi tại Ngân hàng Nhà nước > Bằng ngoại tệ,Bằng ngoại tệ,259.993.118.079,264.075.937.055,259993118079.0,264075937055.0
Tổng cộng,2. Tiền gửi tại Ngân hàng Nhà nước > Tổng cộng,Tổng cộng,1.812.435.183.917,840.907.145.366,1812435183917.0,840907145366.0
