row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Tính chất giao dịch,Phát sinh trong năm,Số dư tại 31/12/2015 Phải thu (Phải trả),numeric__Môi quan hệ,numeric__Tính chất giao dịch,numeric__Phát sinh trong năm,numeric__Số dư tại 31/12/2015 Phải thu (Phải trả)
Ban điều hành,Ban điều hành,Ban điều hành,Bên liên quan,Lương thường Ban Tổng Giám đốc,11.193.078.148,,,,11193078148.0,
Ban điều hành,Ban điều hành,Ban điều hành,Bên liên quan,Lương Ban tải cấu trúc,1.695.000.000,,,,1695000000.0,
Ban điều hành,Ban điều hành,Ban điều hành,Bên liên quan,"Thù lao HĐQT, BKS",7.333.000.000,,,,7333000000.0,
